stock_id,date,wave_label_realtime,mv_short,mv_mid,mv_long,mv_short_direction,mv_mid_direction,mv_long_direction,mv_bias,is_volume_burst,mv_mid_veto_active,rsi_14,macd,macd_signal,macd_hist,ret_5d,ret_20d,entry_open_next
6669,2019-03-27,unknown,,,,0,0,0,,False,False,50.0,0.0,0.0,0.0,,,375.0
6669,2019-03-28,unknown,,,,0,0,0,,False,False,50.0,0.9971509971510386,0.19943019943020773,0.7977207977208309,,,393.0
6669,2019-03-29,unknown,,,,0,0,0,,False,False,50.0,1.926575271304614,0.5448592138050891,1.381716057499525,,,396.5
6669,2019-04-01,unknown,,,,0,0,0,,False,False,50.0,1.7154224915526015,0.7789718693545916,0.9364506221980099,,,381.0
6669,2019-04-02,2,4155091.4,,,0,0,0,,False,False,50.0,1.5703264676266144,0.9372427890089963,0.6330836786176182,,,379.0
6669,2019-04-03,2,3038684.0,,,-1,0,0,,False,False,50.0,1.15954950907917,0.9817041330230311,0.17784537605613904,0.0,,380.5
6669,2019-04-08,2,2948925.0,,,-1,0,0,,False,False,50.0,-1.0501424044161922,0.5753348255351864,-1.6254772299513787,-0.09218950064020481,,349.0
6669,2019-04-09,2,2841907.8,,,-1,0,0,,False,False,50.0,-3.1283894317482464,-0.16541002592150011,-2.9629794058267462,-0.10828025477707004,,348.0
6669,2019-04-10,1,2644767.2,,,-1,0,0,,False,False,50.0,-4.12270388983751,-0.9568687987047021,-3.165835091132808,-0.061679790026246684,,352.0
6669,2019-04-11,1,2243618.0,,,-1,0,0,,False,False,50.0,-5.253603207259744,-1.8162156804157106,-3.437387526844033,-0.07601572739187423,,354.5
6669,2019-04-12,1,2070131.2,,,-1,0,0,,False,False,50.0,-5.840449074673074,-2.6210623592671833,-3.219386715405891,-0.059523809523809534,,359.5
6669,2019-04-15,1,1365543.2,,,-1,0,0,,False,False,50.0,-6.273556816097425,-3.3515612506332317,-2.9219955654641936,0.0014104372355430161,,357.0
6669,2019-04-16,1,1060679.6,2638108.769230769,,-1,0,0,,False,False,50.0,-5.823444000220832,-3.845937800550752,-1.9775061996700796,0.040000000000000036,,365.0
6669,2019-04-17,1,856987.4,2156204.3846153845,,-1,-1,0,,False,True,50.0,-5.484199554730935,-4.173590151386788,-1.3106094033441469,0.01538461538461533,,365.0
6669,2019-04-18,2,854252.4,1892646.6923076923,,-1,-1,0,,False,True,66.12467518223562,-6.352492942968468,-4.609370709703125,-1.7431222332653427,-0.012765957446808529,,348.0
6669,2019-04-19,2,1053500.4,1780924.6153846155,,1,-1,0,,False,True,62.873849334128046,-7.439019182266009,-5.175300404215702,-2.2637187780503067,-0.03797468354430378,,341.0
6669,2019-04-22,2,1341781.4,1715142.076923077,,1,-1,0,,False,True,55.96071670102476,-9.322320148299525,-6.0047043530324675,-3.3176157952670575,-0.07605633802816902,,326.5
6669,2019-04-23,2,1580967.0,1648060.923076923,,1,-1,0,,False,True,50.80435175634622,-11.648868538800969,-7.133537190186169,-4.5153313486148,-0.13186813186813184,,316.0
6669,2019-04-24,2,1900278.6,1718356.1538461538,,1,1,0,,False,False,55.908746977506304,-12.222103106415489,-8.151250373432033,-4.070852732983456,-0.09090909090909094,,327.0
6669,2019-04-25,1,1860648.8,1474078.923076923,2278402.65,-1,-1,0,-0.18335382905212116,False,True,53.76324114087388,-12.93079568096914,-9.107159434939454,-3.823636246029686,-0.06609195402298851,,324.5
6669,2019-04-26,1,1684361.6,1335714.5384615385,1961669.3,-1,-1,-1,-0.14136312374364013,False,True,50.040771802407775,-14.056628374069874,-10.097053222765538,-3.9595751513043353,-0.07602339181286555,-0.16402116402116407,320.5
6669,2019-04-29,1,1464362.0,1261140.076923077,1780152.9,-1,-1,-1,-0.17739537991371412,False,True,51.05454370648144,-14.579071328789098,-10.993456843970252,-3.585614484818846,-0.02896341463414631,-0.18437900128040974,318.5
6669,2019-04-30,1,1091382.8,1204893.5384615385,1643734.3,-1,-1,-1,-0.33603454037553393,False,True,52.30526599955952,-14.582933229736796,-11.71135212112356,-2.871581108613235,0.017405063291139333,-0.1808917197452229,324.0
6669,2019-05-02,1,766755.0,1217057.6153846155,1542197.05,-1,1,-1,-0.5028164526705585,False,False,56.128395922145494,-13.661936904499385,-12.101469077798725,-1.560467826700659,0.003030303030302939,-0.13123359580052496,347.5
6669,2019-05-03,1,1212332.8,1415151.8461538462,1542713.0,1,1,1,-0.21415532247410884,False,False,64.77146607704276,-10.630820844504228,-11.807339431139827,1.1765185866355985,0.10153846153846158,-0.0615989515072084,352.0
6669,2019-05-06,1,1490327.2,1500963.6153846155,1574580.1,1,1,1,-0.05350817020995002,False,False,64.90933520983427,-8.094979819214586,-11.06486750875478,2.9698876895401938,0.134493670886076,-0.051587301587301626,358.5
6669,2019-05-07,1,1714702.6,1591030.5384615385,1471597.3,1,1,-1,0.1651982509073644,False,False,67.6372602587143,-5.21823850516472,-9.895541708036768,4.677303202872048,0.15698587127158548,0.03949224259520445,363.0
6669,2019-05-08,1,1952988.8,1627484.4615384615,1421504.55,1,1,-1,0.3738885324004062,True,False,68.43016156815992,-2.6655980054941324,-8.449552967528241,5.783954962034109,0.15552099533437014,0.06142857142857139,374.0
6669,2019-05-09,1,2177783.2,1649474.076923077,1425451.05,1,1,1,0.5277853280195066,True,False,59.302703905110015,-2.0313002008463172,-7.165902414191857,5.13460221334554,0.06948640483383683,-0.009790209790209836,356.0
6669,2019-05-10,2,1794157.0,1589142.4615384615,1430347.75,-1,-1,1,0.2543502095906398,True,True,60.43923576225595,-1.2319922319529724,-5.9791203777440805,4.747128145791108,-0.0013966480446927498,0.014184397163120588,352.0
6669,2019-05-13,2,1564644.8,1494685.8461538462,1448208.5,-1,-1,1,0.08040023242509631,False,True,54.5771329962367,-1.5888649944217264,-5.10106930107961,3.5122043066578836,-0.03765690376569042,-0.029535864978902926,335.0
6669,2019-05-14,2,1370983.8,1387455.6153846155,1472957.45,-1,-1,1,-0.06923054701953535,False,True,53.46031940218809,-2.0497896374451443,-4.490813368352717,2.441023730907573,-0.07055630936227952,-0.035211267605633756,342.5
6669,2019-05-15,3,1267851.8,1399485.6153846155,1473297.6,-1,1,1,-0.1394462327231104,False,False,53.225731134316014,-2.427439547079416,-4.078138604098057,1.6506990570186408,-0.07940780619111709,-0.06043956043956045,344.0
6669,2019-05-16,3,971435.8,1375271.8461538462,1454063.15,-1,-1,-1,-0.3319163614042484,False,True,50.823979526133236,-3.094516376028423,-3.88141415848413,0.7868977824557071,-0.04802259887005644,-0.07162534435261703,340.5
6669,2019-05-17,unknown,903111.8,1373277.0,1442562.6,-1,-1,-1,-0.37395313035288724,False,True,44.92900776055938,-4.65881285026461,-4.036893896840226,-0.6219189534243839,-0.09510489510489506,-0.0704022988505747,326.0
6669,2019-05-20,unknown,862761.4,1406754.5384615385,1400523.75,-1,1,-1,-0.38397231749907845,False,False,46.65649007334869,-5.5521070924693845,-4.339936535966058,-1.2121705565033265,-0.05217391304347829,-0.04385964912280704,327.0
6669,2019-05-21,2,897093.6,1437585.8461538462,1361785.5,1,1,-1,-0.341237221280444,False,False,58.94142615296046,-3.715775150123079,-4.215104258797462,0.49932910867438274,0.045255474452554845,0.09146341463414642,365.0
6669,2019-05-22,2,1327468.0,1443768.3846153845,1409922.85,1,1,1,-0.05848181693062149,False,False,62.53798130692968,-1.2774435696509272,-3.627572120968155,2.3501285513172276,0.08187134502923987,0.1708860759493671,370.5
6669,2019-05-23,2,1644245.2,1434471.076923077,1390054.8,1,-1,-1,0.18286358206885067,False,True,58.4057518425444,-0.07046078073801709,-2.9161498529221275,2.8456890721841104,0.07121661721068251,0.09393939393939399,360.0
6669,2019-05-24,2,1712502.4,1372430.7692307692,1405526.0,1,-1,1,0.21840677440331935,True,True,59.36948397312247,1.1153002166238366,-2.109859839012935,3.2251600556367714,0.12519319938176188,0.1200000000000001,368.0
6669,2019-05-27,2,1666580.4,1296597.4615384615,1396078.45,-1,-1,-1,0.19375841665631333,False,True,58.63791335438206,1.9119471494101958,-1.3054984413283088,3.217445590738505,0.10856269113149852,0.1471518987341771,365.0
6669,2019-05-28,2,1551123.8,1196563.0,1383475.95,-1,-1,-1,0.12117872377904382,False,True,59.53292407644013,2.7137423571555814,-0.5016502816315308,3.215392638787112,0.019553072625698276,0.14599686028257453,361.0
6669,2019-05-29,2,1042907.2,1154826.1538461538,1397803.95,-1,-1,1,-0.2538959415589003,False,True,55.886434978781516,2.752599088498414,0.14919959239445818,2.6033994961039557,-0.032432432432432434,0.11353032659409013,358.0
