stock_id,date,open,high,low,close,volume
2013,2021-12-01,54.2,55.7,53.9,54.7,1095651
2013,2021-12-02,54.6,55.2,54.1,54.3,1219386
2013,2021-12-03,56.0,57.5,54.9,55.3,3114987
2013,2021-12-06,55.3,55.7,54.7,54.7,873744
2013,2021-12-07,54.5,55.9,54.5,55.1,1023380
2013,2021-12-08,55.9,56.8,55.0,55.0,1758623
2013,2021-12-09,55.1,55.5,54.6,54.6,704028
2013,2021-12-10,54.4,56.0,54.4,54.8,1204131
2013,2021-12-13,54.8,56.4,54.8,55.8,1698881
2013,2021-12-14,56.0,56.1,54.2,54.3,1241287
2013,2021-12-15,54.8,54.9,54.3,54.4,325463
2013,2021-12-16,54.8,54.9,53.9,54.2,427790
2013,2021-12-17,54.6,56.5,54.6,55.9,3414253
2013,2021-12-20,57.7,61.4,57.0,61.4,22788042
2013,2021-12-21,61.3,65.5,59.0,63.0,26902574
2013,2021-12-22,62.6,64.8,61.6,63.8,10368109
2013,2021-12-23,63.2,63.8,62.0,62.0,5160461
2013,2021-12-24,62.6,62.6,60.1,60.2,3897098
2013,2021-12-27,59.5,60.6,59.3,59.5,2331638
2013,2021-12-28,60.2,60.2,59.2,59.2,1133979
2013,2021-12-29,59.5,60.2,59.1,59.4,1298522
2013,2021-12-30,59.8,59.8,59.2,59.2,709270
