stock_id,date,open,high,low,close,volume
2013,2023-06-01,57.8,57.8,57.4,57.5,27789
2013,2023-06-02,57.9,57.9,57.2,57.5,71987
2013,2023-06-05,57.4,57.9,57.4,57.8,81087
2013,2023-06-06,57.9,57.9,57.5,57.7,43599
2013,2023-06-07,57.6,58.2,57.5,58.0,103600
2013,2023-06-08,58.2,58.2,57.4,57.6,42979
2013,2023-06-09,58.2,58.9,58.0,58.5,305181
2013,2023-06-12,58.7,58.7,57.6,58.2,139630
2013,2023-06-13,58.2,58.2,57.8,57.9,106072
2013,2023-06-14,57.8,58.2,57.8,57.9,46338
2013,2023-06-15,58.0,58.4,57.9,58.2,92770
2013,2023-06-16,58.6,58.7,57.9,58.1,81138
2013,2023-06-19,58.5,58.5,58.1,58.1,100319
2013,2023-06-20,58.0,58.2,57.7,57.8,52861
2013,2023-06-21,57.6,58.1,57.2,58.0,61203
2013,2023-06-26,58.0,58.0,57.4,57.5,125759
2013,2023-06-27,57.3,58.0,57.2,57.4,120355
2013,2023-06-28,57.7,57.8,57.5,57.8,153681
2013,2023-06-29,56.5,57.2,56.4,56.7,122555
2013,2023-06-30,56.8,57.1,56.5,57.0,74781
