stock_id,date,open,high,low,close,volume
3037,2023-06-01,178.5,182.5,178.0,181.0,20647240
3037,2023-06-02,182.0,184.0,180.0,182.0,24032856
3037,2023-06-05,182.0,184.5,179.5,181.0,21131486
3037,2023-06-06,183.0,183.0,176.0,177.0,20515391
3037,2023-06-07,176.0,179.0,173.5,176.0,32379093
3037,2023-06-08,174.0,174.0,165.5,167.0,54272756
3037,2023-06-09,164.5,172.0,164.5,171.5,27924895
3037,2023-06-12,171.5,174.5,168.0,172.5,20002926
3037,2023-06-13,174.5,181.0,174.5,180.0,37124818
3037,2023-06-14,179.5,181.0,177.0,180.5,18705098
3037,2023-06-15,181.5,186.5,180.5,186.5,29464168
3037,2023-06-16,186.0,189.5,183.5,189.5,26681270
3037,2023-06-19,189.0,190.5,185.0,185.5,16652000
3037,2023-06-20,186.0,188.5,183.0,188.5,21360189
3037,2023-06-21,188.5,190.0,186.5,187.0,14466201
3037,2023-06-26,181.5,184.0,179.5,180.0,19934467
3037,2023-06-27,178.5,181.0,174.0,177.0,21831011
3037,2023-06-28,179.0,180.5,172.0,173.0,18236753
3037,2023-06-29,174.5,176.5,172.0,174.0,15191663
3037,2023-06-30,173.0,176.0,171.0,176.0,12395912
