stock_id,date,dividend_yield,pe_ratio,pb_ratio
2891,2022-06-01,4.71,10.45,1.27
2891,2022-06-02,4.7,10.47,1.27
2891,2022-06-06,4.66,10.57,1.28
2891,2022-06-07,4.71,10.45,1.27
2891,2022-06-08,4.67,10.53,1.28
2891,2022-06-09,4.84,10.18,1.23
2891,2022-06-10,4.81,10.24,1.24
2891,2022-06-13,4.89,10.06,1.22
2891,2022-06-14,4.81,10.24,1.24
2891,2022-06-15,4.75,10.35,1.26
2891,2022-06-16,4.7,10.47,1.27
2891,2022-06-17,4.81,10.24,1.24
2891,2022-06-20,4.9,10.04,1.22
2891,2022-06-21,4.73,10.41,1.26
2891,2022-06-22,4.8,10.26,1.24
2891,2022-06-23,4.8,10.26,1.24
2891,2022-06-24,4.75,10.35,1.26
2891,2022-06-27,4.77,10.31,1.25
2891,2022-06-28,4.84,10.16,1.23
2891,2022-06-29,4.84,10.16,1.23
2891,2022-06-30,4.98,9.88,1.2
