stock_id,date,dividend_yield,pe_ratio,pb_ratio
2891,2020-09-01,5.29,9.09,1.05
2891,2020-09-02,5.35,8.99,1.03
2891,2020-09-03,5.31,9.06,1.04
2891,2020-09-04,5.32,9.04,1.04
2891,2020-09-07,5.31,9.06,1.04
2891,2020-09-08,5.29,9.09,1.05
2891,2020-09-09,5.32,9.04,1.04
2891,2020-09-10,5.29,9.09,1.05
2891,2020-09-11,5.31,9.06,1.04
2891,2020-09-14,5.32,9.04,1.04
2891,2020-09-15,5.29,9.09,1.05
2891,2020-09-16,5.31,9.06,1.04
2891,2020-09-17,5.35,8.99,1.03
2891,2020-09-18,5.38,8.94,1.03
2891,2020-09-21,5.41,8.89,1.02
2891,2020-09-22,5.49,8.75,1.01
2891,2020-09-23,5.56,8.65,1.0
2891,2020-09-24,5.68,8.46,0.97
2891,2020-09-25,5.68,8.46,0.97
2891,2020-09-28,5.54,8.68,1.0
2891,2020-09-29,5.46,8.8,1.01
2891,2020-09-30,5.43,8.85,1.02
