stock_id,date,dividend_yield,pe_ratio,pb_ratio
2891,2021-10-01,4.67,7.87,1.05
2891,2021-10-04,4.69,7.83,1.04
2891,2021-10-05,4.68,7.85,1.05
2891,2021-10-06,4.63,7.94,1.06
2891,2021-10-07,4.6,7.99,1.07
2891,2021-10-08,4.59,8.01,1.07
2891,2021-10-12,4.59,8.01,1.07
2891,2021-10-13,4.6,7.99,1.07
2891,2021-10-14,4.58,8.02,1.07
2891,2021-10-15,4.57,8.04,1.07
2891,2021-10-18,4.56,8.06,1.08
2891,2021-10-19,4.57,8.04,1.07
2891,2021-10-20,4.57,8.04,1.07
2891,2021-10-21,4.49,8.18,1.09
2891,2021-10-22,4.46,8.23,1.1
2891,2021-10-25,4.46,8.23,1.1
2891,2021-10-26,4.46,8.23,1.1
2891,2021-10-27,4.49,8.18,1.09
2891,2021-10-28,4.49,8.18,1.09
2891,2021-10-29,4.53,8.11,1.08
