stock_id,date,dividend_yield,pe_ratio,pb_ratio
2891,2019-01-02,5.43,10.53,1.24
2891,2019-01-03,5.4,10.58,1.24
2891,2019-01-04,5.45,10.48,1.23
2891,2019-01-07,5.37,10.63,1.25
2891,2019-01-08,5.41,10.56,1.24
2891,2019-01-09,5.33,10.71,1.26
2891,2019-01-10,5.35,10.69,1.26
2891,2019-01-11,5.37,10.63,1.25
2891,2019-01-14,5.37,10.63,1.25
2891,2019-01-15,5.36,10.66,1.25
2891,2019-01-16,5.39,10.61,1.25
2891,2019-01-17,5.4,10.58,1.24
2891,2019-01-18,5.41,10.56,1.24
2891,2019-01-21,5.33,10.71,1.26
2891,2019-01-22,5.27,10.85,1.27
2891,2019-01-23,5.31,10.77,1.27
2891,2019-01-24,5.29,10.79,1.27
2891,2019-01-25,5.24,10.9,1.28
2891,2019-01-28,5.22,10.95,1.29
2891,2019-01-29,5.26,10.87,1.28
2891,2019-01-30,5.22,10.95,1.29
