stock_id,date,dividend_yield,pe_ratio,pb_ratio
2891,2020-03-02,4.49,10.35,1.18
2891,2020-03-03,4.43,10.49,1.2
2891,2020-03-04,4.43,10.49,1.2
2891,2020-03-05,4.38,10.63,1.21
2891,2020-03-06,4.46,10.42,1.19
2891,2020-03-09,4.59,10.14,1.16
2891,2020-03-10,4.64,10.02,1.14
2891,2020-03-11,4.68,9.93,1.13
2891,2020-03-12,4.88,9.53,1.09
2891,2020-03-13,5.09,9.14,1.04
2891,2020-03-16,5.25,8.86,1.01
2891,2020-03-17,5.45,8.53,0.97
2891,2020-03-18,5.57,8.35,0.95
2891,2020-03-19,6.13,7.58,0.87
2891,2020-03-20,5.85,7.95,0.91
2891,2020-03-23,6.19,7.51,0.86
2891,2020-03-24,6.02,7.72,0.88
2891,2020-03-25,5.71,8.14,0.93
2891,2020-03-26,5.78,8.05,0.92
2891,2020-03-27,5.59,8.33,0.95
2891,2020-03-30,5.59,8.33,0.95
2891,2020-03-31,5.59,8.36,0.94
