stock_id,date,dividend_yield,pe_ratio,pb_ratio
2454,2019-04-01,3.5,21.78,1.66
2454,2019-04-02,3.44,22.16,1.69
2454,2019-04-03,3.44,22.16,1.69
2454,2019-04-08,3.4,22.46,1.71
2454,2019-04-09,3.34,22.85,1.74
2454,2019-04-10,3.33,22.88,1.74
2454,2019-04-11,3.43,22.23,1.69
2454,2019-04-12,3.41,22.39,1.7
2454,2019-04-15,3.37,22.62,1.72
2454,2019-04-16,3.33,22.88,1.74
2454,2019-04-17,3.47,22.01,1.67
2454,2019-04-18,3.44,22.2,1.69
2454,2019-04-19,3.45,22.12,1.68
2454,2019-04-22,3.46,22.04,1.68
2454,2019-04-23,3.45,22.12,1.68
2454,2019-04-24,3.45,22.08,1.68
2454,2019-04-25,3.47,21.97,1.67
2454,2019-04-26,3.45,22.12,1.68
2454,2019-04-29,3.48,21.93,1.67
2454,2019-04-30,3.38,22.54,1.71
