stock_id,date,dividend_yield,pe_ratio,pb_ratio
2454,2024-03-01,4.98,22.85,4.78
2454,2024-03-04,4.78,23.78,4.97
2454,2024-03-05,4.76,23.88,4.99
2454,2024-03-06,4.62,24.61,5.14
2454,2024-03-07,4.47,25.43,5.32
2454,2024-03-08,4.47,25.43,5.32
2454,2024-03-11,4.49,25.33,5.3
2454,2024-03-12,4.53,25.12,5.25
2454,2024-03-13,4.53,25.12,5.25
2454,2024-03-14,4.78,23.78,4.97
2454,2024-03-15,4.85,23.47,4.91
2454,2024-03-18,4.7,24.19,5.06
2454,2024-03-19,4.78,23.78,4.97
2454,2024-03-20,4.87,23.37,4.89
2454,2024-03-21,4.82,23.57,4.93
2454,2024-03-22,4.89,23.26,4.86
2454,2024-03-25,4.91,23.16,4.84
2454,2024-03-26,4.87,23.37,4.89
2454,2024-03-27,4.72,24.09,5.04
2454,2024-03-28,4.74,23.99,5.01
2454,2024-03-29,4.6,24.71,5.17
