stock_id,date,dividend_yield,pe_ratio,pb_ratio
2454,2020-06-01,2.28,28.81,2.24
2454,2020-06-02,2.16,30.27,2.35
2454,2020-06-03,2.14,30.59,2.37
2454,2020-06-04,2.14,30.59,2.37
2454,2020-06-05,2.13,30.84,2.39
2454,2020-06-08,2.12,30.87,2.4
2454,2020-06-09,2.11,31.05,2.41
2454,2020-06-10,2.1,31.21,2.42
2454,2020-06-11,2.11,30.99,2.41
2454,2020-06-12,2.13,30.74,2.39
2454,2020-06-15,2.13,30.74,2.39
2454,2020-06-16,2.06,31.84,2.47
2454,2020-06-17,2.06,31.84,2.47
2454,2020-06-18,2.05,32.02,2.49
2454,2020-06-19,1.92,34.08,2.65
2454,2020-06-22,1.82,35.96,2.79
2454,2020-06-23,1.83,35.83,2.78
2454,2020-06-24,1.81,36.2,2.81
2454,2020-06-29,1.86,35.27,2.74
2454,2020-06-30,1.81,36.14,2.81
