stock_id,date,dividend_yield,pe_ratio,pb_ratio
2454,2021-07-01,3.87,24.87,3.67
2454,2021-07-02,3.87,24.92,3.68
2454,2021-07-05,3.87,24.92,3.68
2454,2021-07-06,4.01,24.01,3.54
2454,2021-07-07,4.03,23.88,3.52
2454,2021-07-08,4.02,23.96,3.54
2454,2021-07-09,4.03,23.93,3.53
2454,2021-07-12,3.96,24.35,3.59
2454,2021-07-13,4.0,24.11,3.56
2454,2021-07-14,3.98,24.22,3.57
2454,2021-07-15,3.89,24.77,3.66
2454,2021-07-16,3.87,24.92,3.68
2454,2021-07-19,4.03,23.93,3.53
2454,2021-07-20,4.02,23.96,3.54
2454,2021-07-21,4.06,23.75,3.51
2454,2021-07-22,4.03,23.93,3.53
2454,2021-07-23,3.97,24.3,3.59
2454,2021-07-26,4.01,24.04,3.55
2454,2021-07-27,3.94,24.43,3.61
2454,2021-07-28,4.16,23.18,3.42
2454,2021-07-29,3.97,24.3,3.59
2454,2021-07-30,4.07,23.7,3.5
