stock_id,date,dividend_yield,pe_ratio,pb_ratio
2454,2022-03-01,3.36,15.71,4.05
2454,2022-03-02,3.43,15.42,3.98
2454,2022-03-03,3.43,15.42,3.98
2454,2022-03-04,3.61,14.64,3.78
2454,2022-03-07,3.81,13.88,3.58
2454,2022-03-08,3.84,13.75,3.55
2454,2022-03-09,3.83,13.79,3.56
2454,2022-03-10,3.72,14.21,3.66
2454,2022-03-11,3.84,13.75,3.55
2454,2022-03-14,3.92,13.48,3.48
2454,2022-03-15,4.09,12.91,3.33
2454,2022-03-16,4.08,12.95,3.34
2454,2022-03-17,3.82,13.82,3.57
2454,2022-03-18,3.82,13.84,3.57
2454,2022-03-21,3.78,13.97,3.6
2454,2022-03-22,3.79,13.92,3.59
2454,2022-03-23,3.79,13.95,3.6
2454,2022-03-24,3.81,13.88,3.58
2454,2022-03-25,3.81,13.87,3.58
2454,2022-03-28,3.84,13.77,3.55
2454,2022-03-29,8.0,13.02,3.36
2454,2022-03-30,7.98,13.07,3.37
2454,2022-03-31,8.07,12.92,3.33
