stock_id,date,dividend_yield,pe_ratio,pb_ratio
2454,2024-07-01,3.89,24.58,6.11
2454,2024-07-02,3.9,24.49,6.08
2454,2024-07-03,3.92,24.41,6.06
2454,2024-07-04,4.0,23.88,5.93
2454,2024-07-05,4.07,23.45,5.82
2454,2024-07-08,3.87,24.67,6.13
2454,2024-07-09,3.77,25.36,6.3
2454,2024-07-10,3.83,24.93,6.19
2454,2024-07-11,3.87,24.67,6.13
2454,2024-07-12,4.04,23.62,5.87
2454,2024-07-15,4.06,23.54,5.85
2454,2024-07-16,4.09,23.36,5.8
2454,2024-07-17,4.15,23.02,5.72
2454,2024-07-18,4.3,22.23,5.52
2454,2024-07-19,4.37,21.89,5.44
2454,2024-07-22,4.49,21.28,5.29
2454,2024-07-23,4.31,22.15,5.5
2454,2024-07-26,4.42,21.63,5.37
2454,2024-07-29,4.44,21.54,5.35
2454,2024-07-30,4.38,21.8,5.42
2454,2024-07-31,4.51,21.19,5.26
