stock_id,date,dividend_yield,pe_ratio,pb_ratio
2454,2021-11-01,4.01,18.0,3.78
2454,2021-11-02,3.99,18.11,3.8
2454,2021-11-03,3.97,18.19,3.82
2454,2021-11-04,3.99,18.11,3.8
2454,2021-11-05,3.94,18.35,3.85
2454,2021-11-08,3.78,19.13,4.02
2454,2021-11-09,3.78,19.09,4.01
2454,2021-11-10,3.86,18.7,3.93
2454,2021-11-11,3.88,18.62,3.91
2454,2021-11-12,3.76,16.27,3.93
2454,2021-11-15,3.61,16.97,4.1
2454,2021-11-16,3.57,17.13,4.14
2454,2021-11-17,3.59,17.05,4.12
2454,2021-11-18,3.41,17.96,4.34
2454,2021-11-19,3.39,18.04,4.36
2454,2021-11-22,3.43,17.88,4.32
2454,2021-11-23,3.51,17.46,4.22
2454,2021-11-24,3.56,17.22,4.16
2454,2021-11-25,3.57,17.13,4.14
2454,2021-11-26,3.68,16.64,4.02
2454,2021-11-29,3.59,17.05,4.12
2454,2021-11-30,3.66,16.72,4.04
