stock_id,date,dividend_yield,pe_ratio,pb_ratio
2454,2022-08-01,10.52,9.27,2.43
2454,2022-08-02,10.69,9.12,2.39
2454,2022-08-03,10.64,9.16,2.4
2454,2022-08-04,10.67,9.14,2.39
2454,2022-08-05,10.18,9.58,2.51
2454,2022-08-08,10.3,9.47,2.48
2454,2022-08-09,10.52,9.27,2.43
2454,2022-08-10,10.93,8.92,2.34
2454,2022-08-11,10.9,8.95,2.35
2454,2022-08-12,10.67,8.57,2.79
2454,2022-08-15,10.34,8.84,2.88
2454,2022-08-16,10.34,8.84,2.88
2454,2022-08-17,10.38,8.81,2.87
2454,2022-08-18,10.4,8.79,2.86
2454,2022-08-19,10.53,8.68,2.83
2454,2022-08-22,10.86,8.42,2.74
2454,2022-08-23,10.8,8.47,2.76
2454,2022-08-24,10.94,8.36,2.72
2454,2022-08-25,10.9,8.39,2.73
2454,2022-08-26,10.77,8.49,2.77
2454,2022-08-29,11.18,8.18,2.66
2454,2022-08-30,11.11,8.23,2.68
2454,2022-08-31,10.94,8.36,2.72
