stock_id,date,dividend_yield,pe_ratio,pb_ratio
2454,2020-07-01,1.82,36.02,2.8
2454,2020-07-02,1.83,35.83,2.78
2454,2020-07-03,1.79,36.52,2.84
2454,2020-07-06,1.78,36.77,2.85
2454,2020-07-07,1.7,38.58,3.0
2454,2020-07-08,1.59,41.26,3.2
2454,2020-07-09,1.61,40.64,3.15
2454,2020-07-10,1.7,38.45,2.99
2454,2020-07-13,1.67,39.26,3.05
2454,2020-07-14,1.72,38.14,2.96
2454,2020-07-15,1.72,38.01,2.95
2454,2020-07-16,1.75,37.39,2.9
2454,2020-07-17,1.73,37.89,2.94
2454,2020-07-20,1.75,37.52,2.91
2454,2020-07-21,1.65,39.76,3.09
2454,2020-07-22,1.58,41.45,3.22
2454,2020-07-23,1.55,42.26,3.28
2454,2020-07-24,1.56,42.13,3.27
2454,2020-07-27,1.44,45.44,3.53
2454,2020-07-28,1.54,42.45,3.3
2454,2020-07-29,1.54,42.57,3.31
2454,2020-07-30,1.54,42.63,3.31
2454,2020-07-31,1.5,43.76,3.4
