stock_id,date,dividend_yield,pe_ratio,pb_ratio
2327,2020-07-01,3.44,24.19,3.87
2327,2020-07-02,3.46,24.03,3.84
2327,2020-07-03,3.46,24.03,3.84
2327,2020-07-06,3.45,24.12,3.86
2327,2020-07-07,3.33,25.02,4.0
2327,2020-07-08,3.37,24.67,3.95
2327,2020-07-09,3.44,24.19,3.87
2327,2020-07-10,3.52,23.61,3.78
2327,2020-07-13,3.43,24.25,3.88
2327,2020-07-14,3.49,23.84,3.81
2327,2020-07-15,3.49,23.87,3.82
2327,2020-07-16,3.46,24.03,3.84
2327,2020-07-17,3.45,24.16,3.86
2327,2020-07-20,3.42,24.35,3.9
2327,2020-07-21,3.37,24.73,3.96
2327,2020-07-22,3.3,25.24,4.04
2327,2020-07-23,3.35,24.82,3.97
2327,2020-07-24,3.35,24.82,3.97
2327,2020-07-27,3.22,25.88,4.14
2327,2020-07-28,3.4,24.47,3.92
2327,2020-07-29,3.41,24.38,3.9
2327,2020-07-30,3.42,24.31,3.89
2327,2020-07-31,3.36,24.79,3.97
