stock_id,date,dividend_yield,pe_ratio,pb_ratio
2327,2026-06-01,0.76,62.2,9.74
2327,2026-06-02,0.71,66.61,10.43
2327,2026-06-03,0.73,64.57,10.1
2327,2026-06-04,0.81,58.5,9.16
2327,2026-06-05,0.78,60.55,9.48
2327,2026-06-08,0.8,59.13,9.25
2327,2026-06-09,0.73,65.04,10.18
2327,2026-06-10,0.73,64.49,10.09
2327,2026-06-11,0.71,66.3,10.38
2327,2026-06-12,0.7,67.32,10.54
2327,2026-06-15,0.64,74.02,11.58
2327,2026-06-16,0.63,74.8,11.71
2327,2026-06-17,0.61,77.48,12.13
2327,2026-06-18,0.56,85.04,13.31
2327,2026-06-22,0.56,83.86,13.12
2327,2026-06-23,0.59,80.31,12.57
2327,2026-06-24,0.57,82.68,12.94
2327,2026-06-25,0.53,88.58,13.86
2327,2026-06-26,0.59,79.92,12.51
2327,2026-06-29,0.58,81.89,12.82
2327,2026-06-30,0.53,89.76,14.05
