stock_id,date,dividend_yield,pe_ratio,pb_ratio
2327,2021-11-01,2.36,11.25,3.05
2327,2021-11-02,2.46,10.8,2.93
2327,2021-11-03,2.39,11.13,3.02
2327,2021-11-04,2.38,11.14,3.02
2327,2021-11-05,2.37,11.21,3.04
2327,2021-11-08,2.41,11.04,3.0
2327,2021-11-09,2.35,11.3,3.07
2327,2021-11-10,2.34,11.33,3.07
2327,2021-11-11,2.35,11.31,3.07
2327,2021-11-12,2.35,11.31,3.07
2327,2021-11-15,2.28,9.94,2.9
2327,2021-11-16,2.31,9.82,2.87
2327,2021-11-17,2.25,10.08,2.94
2327,2021-11-18,2.21,10.26,2.99
2327,2021-11-19,2.18,10.41,3.04
2327,2021-11-22,2.16,10.48,3.06
2327,2021-11-23,2.18,10.41,3.04
2327,2021-11-24,2.15,10.53,3.07
2327,2021-11-25,2.17,10.46,3.05
2327,2021-11-26,2.23,10.17,2.97
2327,2021-11-29,2.19,10.34,3.02
2327,2021-11-30,2.21,10.27,3.0
