stock_id,date,dividend_yield,pe_ratio,pb_ratio
2327,2017-03-01,2.5,12.27,1.78
2327,2017-03-02,2.66,11.55,1.68
2327,2017-03-03,2.68,11.43,1.66
2327,2017-03-06,3.66,12.56,1.82
2327,2017-03-07,3.74,12.32,1.79
2327,2017-03-08,3.75,12.25,1.78
2327,2017-03-09,3.72,12.38,1.8
2327,2017-03-10,3.72,12.36,1.79
2327,2017-03-13,3.53,13.02,1.89
2327,2017-03-14,3.56,12.93,1.88
2327,2017-03-15,3.57,12.88,1.87
2327,2017-03-16,3.57,12.88,1.87
2327,2017-03-17,3.51,13.11,1.9
2327,2017-03-20,3.54,12.99,1.88
2327,2017-03-21,3.53,13.04,1.89
2327,2017-03-22,3.58,12.85,1.86
2327,2017-03-23,3.62,12.7,1.84
2327,2017-03-24,3.66,10.82,1.73
2327,2017-03-27,3.64,10.87,1.74
2327,2017-03-28,3.58,11.07,1.77
2327,2017-03-29,3.59,11.03,1.77
2327,2017-03-30,3.59,11.03,1.77
2327,2017-03-31,3.63,10.91,1.75
