stock_id,date,dividend_yield,pe_ratio,pb_ratio
2327,2020-09-01,3.88,19.36,2.62
2327,2020-09-02,3.9,19.24,2.6
2327,2020-09-03,3.8,19.76,2.67
2327,2020-09-04,3.84,19.53,2.64
2327,2020-09-07,3.89,19.27,2.61
2327,2020-09-08,3.73,20.1,2.72
2327,2020-09-09,3.73,20.13,2.72
2327,2020-09-10,3.79,19.82,2.68
2327,2020-09-11,3.74,20.07,2.71
2327,2020-09-14,3.64,20.59,2.78
2327,2020-09-15,3.67,20.42,2.76
2327,2020-09-16,3.7,20.28,2.74
2327,2020-09-17,3.65,20.53,2.78
2327,2020-09-18,3.66,20.51,2.77
2327,2020-09-21,3.75,19.99,2.7
2327,2020-09-22,3.8,19.76,2.67
2327,2020-09-23,3.82,19.62,2.65
2327,2020-09-24,3.95,19.01,2.57
2327,2020-09-25,4.03,18.61,2.52
2327,2020-09-28,3.94,19.04,2.57
2327,2020-09-29,3.75,19.99,2.7
2327,2020-09-30,3.72,20.19,2.73
