stock_id,date,dividend_yield,pe_ratio,pb_ratio
2327,2022-02-07,2.22,10.21,2.98
2327,2022-02-08,2.21,10.27,3.0
2327,2022-02-09,2.16,10.48,3.06
2327,2022-02-10,2.06,11.01,3.21
2327,2022-02-11,2.09,10.84,3.16
2327,2022-02-14,2.17,10.44,3.05
2327,2022-02-15,2.17,10.45,3.05
2327,2022-02-16,2.13,10.63,3.1
2327,2022-02-17,2.16,10.52,3.07
2327,2022-02-18,2.13,10.64,3.1
2327,2022-02-21,2.1,10.78,3.15
2327,2022-02-22,2.15,10.56,3.08
2327,2022-02-23,2.17,10.43,3.04
2327,2022-02-24,2.25,10.08,2.94
2327,2022-02-25,2.23,10.16,2.96
