stock_id,date,dividend_yield,pe_ratio,pb_ratio
2327,2018-06-01,1.73,33.48,9.69
2327,2018-06-04,1.59,36.48,10.56
2327,2018-06-05,1.66,34.95,10.12
2327,2018-06-06,1.51,38.36,11.1
2327,2018-06-07,1.38,41.94,12.14
2327,2018-06-08,1.44,40.23,11.65
2327,2018-06-11,1.4,41.25,11.94
2327,2018-06-12,1.5,38.7,11.2
2327,2018-06-13,1.5,38.53,11.15
2327,2018-06-14,1.57,36.82,10.66
2327,2018-06-15,1.5,38.7,11.2
2327,2018-06-19,1.64,35.29,10.22
2327,2018-06-20,1.68,34.44,9.97
2327,2018-06-21,1.71,33.65,9.74
2327,2018-06-22,1.79,32.12,9.3
2327,2018-06-25,1.78,32.36,9.37
2327,2018-06-26,1.63,35.29,10.22
2327,2018-06-27,1.65,34.78,10.07
2327,2018-06-28,1.6,35.97,10.41
2327,2018-06-29,1.5,38.36,11.1
