stock_id,equity,year,season
2801,212485589.0,2025,3
2812,87764011.0,2025,3
2820,27153214.0,2025,3
2834,143257654.0,2025,3
2836,26382979.0,2025,3
2838,84558643.0,2025,3
2845,68280267.0,2025,3
2849,35533311.0,2025,3
2897,63612300.0,2025,3
5876,263937561.0,2025,3
2855,36863762.0,2025,3
6005,48002749.0,2025,3
6024,10018581.0,2025,3
1101,280567870.0,2025,3
1102,196323009.0,2025,3
1103,18819239.0,2025,3
1104,24004278.0,2025,3
1108,5689268.0,2025,3
1109,9959805.0,2025,3
1110,9625186.0,2025,3
1201,7489646.0,2025,3
1203,7053561.0,2025,3
1210,33229007.0,2025,3
1213,663756.0,2025,3
1215,12062507.0,2025,3
1216,198976946.0,2025,3
1217,8289925.0,2025,3
1218,12693213.0,2025,3
1219,4556733.0,2025,3
1220,2559608.0,2025,3
1225,4272346.0,2025,3
1227,18149331.0,2025,3
1229,79458678.0,2025,3
1231,6780139.0,2025,3
1232,5707278.0,2025,3
1233,1339094.0,2025,3
1234,18693294.0,2025,3
1235,3077467.0,2025,3
1236,2507581.0,2025,3
1256,3432868.0,2025,3
1301,291896930.0,2025,3
1303,344566065.0,2025,3
1304,36915183.0,2025,3
1305,8355390.0,2025,3
1307,9438534.0,2025,3
1308,10454389.0,2025,3
1309,5670365.0,2025,3
1310,6904230.0,2025,3
1312,31959385.0,2025,3
1313,29710668.0,2025,3
1314,76023769.0,2025,3
1315,9428114.0,2025,3
1316,11871161.0,2025,3
1319,27298922.0,2025,3
1321,5812635.0,2025,3
1323,2464922.0,2025,3
1324,894095.0,2025,3
1325,2655320.0,2025,3
1326,312435502.0,2025,3
1337,3616060.0,2025,3
1338,5904350.0,2025,3
1339,3992077.0,2025,3
1340,2721312.0,2025,3
1341,1178145.0,2025,3
1342,2370239.0,2025,3
1402,305631476.0,2025,3
1410,1080897.0,2025,3
1413,1128729.0,2025,3
1414,3103606.0,2025,3
1416,4257745.0,2025,3
1417,2354307.0,2025,3
1418,1178518.0,2025,3
1419,17306271.0,2025,3
1423,3938720.0,2025,3
1432,1165887.0,2025,3
1434,37599309.0,2025,3
1435,1123463.0,2025,3
1436,7023739.0,2025,3
1437,8296247.0,2025,3
1438,2850709.0,2025,3
1439,3299915.0,2025,3
1440,27769098.0,2025,3
1441,468951.0,2025,3
1442,7806251.0,2025,3
