stock_id,equity,year,season
2801,220327055.0,2025,4
2812,91749451.0,2025,4
2820,27830448.0,2025,4
2834,146912706.0,2025,4
2836,26710968.0,2025,4
2838,87326496.0,2025,4
2845,69848666.0,2025,4
2849,36146465.0,2025,4
2897,64811836.0,2025,4
5876,275330974.0,2025,4
2855,39473543.0,2025,4
6005,50204803.0,2025,4
6024,10430529.0,2025,4
1101,292705815.0,2025,4
1102,203421860.0,2025,4
1103,18723052.0,2025,4
1104,24978228.0,2025,4
1108,5755767.0,2025,4
1109,10281946.0,2025,4
1110,9644980.0,2025,4
1201,7670754.0,2025,4
1203,7424477.0,2025,4
1210,35468800.0,2025,4
1213,652254.0,2025,4
1215,12886265.0,2025,4
1216,210675151.0,2025,4
1217,8587540.0,2025,4
1218,12975143.0,2025,4
1219,4597050.0,2025,4
1220,2562321.0,2025,4
1225,4428480.0,2025,4
1227,18856314.0,2025,4
1229,78537483.0,2025,4
1231,7268602.0,2025,4
1232,6122477.0,2025,4
1233,1357493.0,2025,4
1234,18848809.0,2025,4
1235,3161077.0,2025,4
1236,2522887.0,2025,4
1256,3957433.0,2025,4
1301,363222429.0,2025,4
1303,371798965.0,2025,4
1304,35454318.0,2025,4
1305,8238342.0,2025,4
1307,10074023.0,2025,4
1308,10236406.0,2025,4
1309,5753799.0,2025,4
1310,7527936.0,2025,4
1312,32179957.0,2025,4
1313,29430522.0,2025,4
1314,76321363.0,2025,4
1315,10158700.0,2025,4
1316,13471614.0,2025,4
1319,28684826.0,2025,4
1321,5691881.0,2025,4
1323,2563742.0,2025,4
1324,892551.0,2025,4
1325,2665575.0,2025,4
1326,381101877.0,2025,4
1337,3668100.0,2025,4
1338,6208937.0,2025,4
1339,4105664.0,2025,4
1340,2607225.0,2025,4
1341,1291321.0,2025,4
1342,2396408.0,2025,4
1402,315040740.0,2025,4
1410,1091866.0,2025,4
1413,1132310.0,2025,4
1414,2911084.0,2025,4
1416,4452546.0,2025,4
1417,2342234.0,2025,4
1418,1231628.0,2025,4
1419,17520362.0,2025,4
1423,3670005.0,2025,4
1432,1845541.0,2025,4
1434,42338321.0,2025,4
1435,992355.0,2025,4
1436,6939626.0,2025,4
1437,8266570.0,2025,4
1438,3140759.0,2025,4
1439,3450140.0,2025,4
1440,28011946.0,2025,4
1441,463640.0,2025,4
1442,8003602.0,2025,4
1443,1858034.0,2025,4
1444,10841431.0,2025,4
1445,2123612.0,2025,4
1446,2772870.0,2025,4
1447,8268173.0,2025,4
1449,2924288.0,2025,4
1451,7366747.0,2025,4
1452,2698512.0,2025,4
1453,1454378.0,2025,4
1454,1377478.0,2025,4
1455,5799383.0,2025,4
1456,1936679.0,2025,4
1457,8840947.0,2025,4
1459,3516872.0,2025,4
1460,5700335.0,2025,4
1463,2731479.0,2025,4
1464,5749961.0,2025,4
1465,1572673.0,2025,4
1466,1637127.0,2025,4
1467,2974626.0,2025,4
1468,1486985.0,2025,4
1470,1013489.0,2025,4
1471,1550124.0,2025,4
1472,2298050.0,2025,4
1473,3800079.0,2025,4
1474,2168562.0,2025,4
1475,1553016.0,2025,4
1476,29637137.0,2025,4
1477,14174153.0,2025,4
1503,37118782.0,2025,4
1504,98363633.0,2025,4
1506,2869691.0,2025,4
1512,654207.0,2025,4
1513,20886357.0,2025,4
1514,6407158.0,2025,4
1515,3987984.0,2025,4
1516,206680.0,2025,4
1517,3512017.0,2025,4
1519,10820188.0,2025,4
1521,1865341.0,2025,4
1522,10507478.0,2025,4
1524,3015785.0,2025,4
1525,5023079.0,2025,4
1526,1362953.0,2025,4
1527,4821208.0,2025,4
1528,2203531.0,2025,4
1529,1880784.0,2025,4
1530,3281533.0,2025,4
1531,3601185.0,2025,4
1532,19284801.0,2025,4
1533,2774524.0,2025,4
1535,3822125.0,2025,4
1536,7838508.0,2025,4
1537,4392272.0,2025,4
1538,138934.0,2025,4
1539,1596914.0,2025,4
1540,1479239.0,2025,4
1541,2114520.0,2025,4
1558,8554525.0,2025,4
1560,8488610.0,2025,4
1563,8779181.0,2025,4
1568,2026691.0,2025,4
1582,7623270.0,2025,4
1583,7203600.0,2025,4
1587,1570908.0,2025,4
1590,52587357.0,2025,4
1597,2408305.0,2025,4
1598,4467681.0,2025,4
1603,7579196.0,2025,4
1604,9049528.0,2025,4
1605,176097268.0,2025,4
1608,10722717.0,2025,4
1609,19759035.0,2025,4
1611,4203395.0,2025,4
1612,8483034.0,2025,4
1614,5744819.0,2025,4
1615,4413584.0,2025,4
1616,2217851.0,2025,4
1617,2340619.0,2025,4
1618,6594245.0,2025,4
1623,2941665.0,2025,4
1626,2764820.0,2025,4
1702,15526397.0,2025,4
1707,12066385.0,2025,4
1708,7382645.0,2025,4
1709,9213325.0,2025,4
1710,11459621.0,2025,4
1711,8435579.0,2025,4
1712,8628448.0,2025,4
1713,3808693.0,2025,4
1714,17252925.0,2025,4
1717,28226196.0,2025,4
1720,9286809.0,2025,4
1721,1647330.0,2025,4
1722,54274693.0,2025,4
1723,7818279.0,2025,4
1725,6637640.0,2025,4
1726,10429424.0,2025,4
1727,2094023.0,2025,4
1730,2190418.0,2025,4
1731,2162931.0,2025,4
1732,502689.0,2025,4
1733,1870490.0,2025,4
1734,3715177.0,2025,4
1735,1552396.0,2025,4
1736,13737635.0,2025,4
1737,6813768.0,2025,4
1752,2489672.0,2025,4
1760,1954662.0,2025,4
1762,3087340.0,2025,4
1773,11388122.0,2025,4
1776,925639.0,2025,4
1783,1537599.0,2025,4
1786,1980234.0,2025,4
1789,10524737.0,2025,4
1795,23779856.0,2025,4
1802,50324911.0,2025,4
1805,1626720.0,2025,4
1806,5266392.0,2025,4
1808,12844606.0,2025,4
1809,3305298.0,2025,4
1810,6943109.0,2025,4
1817,2291629.0,2025,4
1903,5525877.0,2025,4
1904,30033681.0,2025,4
1905,18587141.0,2025,4
1906,2792580.0,2025,4
1907,91950309.0,2025,4
1909,20326681.0,2025,4
2002,329919005.0,2025,4
2006,34462346.0,2025,4
2007,4225548.0,2025,4
2008,3740110.0,2025,4
2009,9713914.0,2025,4
2010,13299129.0,2025,4
2012,4588316.0,2025,4
2013,5676777.0,2025,4
2014,12111353.0,2025,4
2015,22612819.0,2025,4
2017,6431794.0,2025,4
2020,4487979.0,2025,4
2022,6975350.0,2025,4
2023,33099794.0,2025,4
2024,1114752.0,2025,4
2025,1443364.0,2025,4
2027,88516384.0,2025,4
2028,4728203.0,2025,4
2029,10154766.0,2025,4
2030,4902169.0,2025,4
2031,12456874.0,2025,4
2032,1752560.0,2025,4
2033,1056531.0,2025,4
2034,9680556.0,2025,4
2038,3988998.0,2025,4
2049,37473620.0,2025,4
2059,28025959.0,2025,4
2062,7609145.0,2025,4
2069,4159632.0,2025,4
2072,19691204.0,2025,4
2101,12666473.0,2025,4
2102,9647564.0,2025,4
2103,21511862.0,2025,4
2104,25507920.0,2025,4
2105,87534713.0,2025,4
2106,19558990.0,2025,4
2107,13482955.0,2025,4
2108,16480168.0,2025,4
2109,5228047.0,2025,4
2114,3171634.0,2025,4
2115,3240590.0,2025,4
2201,93903393.0,2025,4
2204,41752925.0,2025,4
2206,42302178.0,2025,4
2208,7138450.0,2025,4
2211,30954760.0,2025,4
2227,18091139.0,2025,4
2228,5028518.0,2025,4
2231,4444954.0,2025,4
2233,3965077.0,2025,4
2236,2306116.0,2025,4
2239,17459288.0,2025,4
2241,1517728.0,2025,4
2243,807093.0,2025,4
2247,12847486.0,2025,4
2248,1661378.0,2025,4
2250,2105369.0,2025,4
2254,1100415.0,2025,4
2258,13388219.0,2025,4
2301,89978793.0,2025,4
2302,1808154.0,2025,4
2303,379855440.0,2025,4
2305,2403161.0,2025,4
2308,325389003.0,2025,4
2312,36612711.0,2025,4
2313,47862670.0,2025,4
