stock_id,equity,year,season
2801,225976725.0,2026,1
2812,93585219.0,2026,1
2820,27875094.0,2026,1
2834,149109625.0,2026,1
2836,27030013.0,2026,1
2838,86105943.0,2026,1
2845,71201864.0,2026,1
2849,36508786.0,2026,1
2897,65297724.0,2026,1
5876,280991689.0,2026,1
2855,41880051.0,2026,1
6005,52892275.0,2026,1
6024,10897285.0,2026,1
1101,304745616.0,2026,1
1102,200946359.0,2026,1
1103,18739535.0,2026,1
1104,25760526.0,2026,1
1108,5421681.0,2026,1
1109,10406785.0,2026,1
1110,9659452.0,2026,1
1201,7783808.0,2026,1
1203,7592544.0,2026,1
1210,34417229.0,2026,1
1213,631652.0,2026,1
1215,11036275.0,2026,1
1216,223710256.0,2026,1
1217,8194360.0,2026,1
1218,12489134.0,2026,1
1219,4597366.0,2026,1
1220,2536826.0,2026,1
1225,4559251.0,2026,1
1227,19406939.0,2026,1
1229,79057744.0,2026,1
1231,7572849.0,2026,1
1232,6511322.0,2026,1
1233,1398927.0,2026,1
1234,18308037.0,2026,1
1235,3048081.0,2026,1
1236,2454550.0,2026,1
1256,4184775.0,2026,1
1301,390216488.0,2026,1
1303,400574691.0,2026,1
1304,35012728.0,2026,1
1305,8137276.0,2026,1
1307,9767803.0,2026,1
1308,11032397.0,2026,1
1309,5762846.0,2026,1
1310,7469081.0,2026,1
1312,31909656.0,2026,1
1313,28672114.0,2026,1
1314,76300511.0,2026,1
1315,10320359.0,2026,1
1316,14005878.0,2026,1
1319,29773674.0,2026,1
1321,5793798.0,2026,1
1323,2577056.0,2026,1
1324,892069.0,2026,1
1325,2668265.0,2026,1
1326,410967390.0,2026,1
1337,3660119.0,2026,1
1338,6269747.0,2026,1
1339,4159647.0,2026,1
1340,2647549.0,2026,1
1341,1186743.0,2026,1
1342,2092241.0,2026,1
1402,323578015.0,2026,1
1410,1079714.0,2026,1
1413,1115339.0,2026,1
1414,2870246.0,2026,1
1416,4569766.0,2026,1
1417,2337372.0,2026,1
1418,1191329.0,2026,1
1419,20442925.0,2026,1
1423,3699543.0,2026,1
1432,1775548.0,2026,1
1434,45418750.0,2026,1
1435,981689.0,2026,1
1436,5900824.0,2026,1
1437,8272291.0,2026,1
1438,3212053.0,2026,1
1439,3464818.0,2026,1
1440,28029522.0,2026,1
1441,425590.0,2026,1
1442,8089381.0,2026,1
1443,1823183.0,2026,1
1444,10961918.0,2026,1
1445,2074202.0,2026,1
1446,2840254.0,2026,1
1447,8388244.0,2026,1
1449,2955506.0,2026,1
1451,7337290.0,2026,1
1452,2652829.0,2026,1
1453,1449103.0,2026,1
1454,1333349.0,2026,1
1455,5747975.0,2026,1
1456,1896028.0,2026,1
1457,8557057.0,2026,1
1459,3542524.0,2026,1
1460,5733315.0,2026,1
1463,2736722.0,2026,1
1464,6218414.0,2026,1
1465,1569679.0,2026,1
1466,1661434.0,2026,1
1467,3005209.0,2026,1
1468,1531595.0,2026,1
1470,984715.0,2026,1
1471,1547472.0,2026,1
1472,2446686.0,2026,1
