stock_id,date,dividend_yield,pe_ratio,pb_ratio
2330,2020-10-05,2.2,24.66,6.52
2330,2020-10-06,2.16,25.06,6.62
2330,2020-10-07,2.14,25.26,6.68
2330,2020-10-08,2.1,25.83,6.83
2330,2020-10-12,2.07,26.23,6.93
2330,2020-10-13,2.06,26.34,6.96
2330,2020-10-14,2.07,26.17,6.92
2330,2020-10-15,2.1,25.83,6.83
2330,2020-10-16,2.12,25.6,6.77
2330,2020-10-19,2.08,26.08,6.9
2330,2020-10-20,2.11,25.71,6.8
2330,2020-10-21,2.1,25.83,6.83
2330,2020-10-22,2.09,25.94,6.86
2330,2020-10-23,2.1,25.77,6.81
2330,2020-10-26,2.11,25.66,6.78
2330,2020-10-27,2.13,25.48,6.74
2330,2020-10-28,2.14,25.31,6.69
2330,2020-10-29,2.17,24.91,6.59
2330,2020-10-30,2.2,24.63,6.51
