stock_id,date,dividend_yield,pe_ratio,pb_ratio
2330,2024-07-01,1.34,29.3,6.9
2330,2024-07-02,1.35,29.06,6.85
2330,2024-07-03,1.33,29.63,6.98
2330,2024-07-04,1.29,30.42,7.17
2330,2024-07-05,1.29,30.42,7.17
2330,2024-07-08,1.26,31.33,7.38
2330,2024-07-09,1.25,31.48,7.42
2330,2024-07-10,1.24,31.63,7.45
2330,2024-07-11,1.2,32.69,7.7
2330,2024-07-12,1.25,31.48,7.42
2330,2024-07-15,1.25,31.48,7.42
2330,2024-07-16,1.23,31.93,7.53
2330,2024-07-17,1.26,31.17,7.35
2330,2024-07-18,1.29,30.42,7.17
2330,2024-07-19,1.34,29.36,6.92
2330,2024-07-22,1.38,28.42,6.7
2330,2024-07-23,1.33,29.63,6.98
2330,2024-07-26,1.41,27.97,6.59
2330,2024-07-29,1.38,28.57,6.73
2330,2024-07-30,1.38,28.45,6.71
2330,2024-07-31,1.39,28.27,6.66
