stock_id,date,dividend_yield,pe_ratio,pb_ratio
2330,2025-11-03,1.13,26.83,8.55
2330,2025-11-04,1.13,26.74,8.52
2330,2025-11-05,1.16,25.94,8.26
2330,2025-11-06,1.16,26.03,8.29
2330,2025-11-07,1.16,25.94,8.26
2330,2025-11-10,1.15,26.2,8.35
2330,2025-11-11,1.16,26.03,8.29
2330,2025-11-12,1.15,26.2,8.35
2330,2025-11-13,1.16,25.94,8.26
2330,2025-11-14,1.19,23.37,7.42
2330,2025-11-17,1.18,23.61,7.5
2330,2025-11-18,1.21,22.96,7.29
2330,2025-11-19,1.22,22.8,7.24
2330,2025-11-20,1.17,23.78,7.55
2330,2025-11-21,1.23,22.63,7.19
2330,2025-11-24,1.24,22.47,7.13
2330,2025-11-25,1.2,23.12,7.34
2330,2025-11-26,1.18,23.53,7.47
2330,2025-11-27,1.18,23.45,7.45
2330,2025-11-28,1.18,23.53,7.47
