stock_id,date,dividend_yield,pe_ratio,pb_ratio
2330,2021-11-01,1.69,27.61,7.68
2330,2021-11-02,1.69,27.7,7.71
2330,2021-11-03,1.69,27.7,7.71
2330,2021-11-04,1.7,27.47,7.64
2330,2021-11-05,1.67,28.08,7.81
2330,2021-11-08,1.66,28.17,7.84
2330,2021-11-09,1.64,28.59,7.95
2330,2021-11-10,1.63,28.64,7.97
2330,2021-11-11,1.65,28.36,7.89
2330,2021-11-12,1.66,27.33,7.54
2330,2021-11-15,1.64,27.51,7.59
2330,2021-11-16,1.64,27.6,7.62
2330,2021-11-17,1.64,27.6,7.62
2330,2021-11-18,1.63,27.74,7.66
2330,2021-11-19,1.62,27.96,7.72
2330,2021-11-22,1.63,27.83,7.68
2330,2021-11-23,1.63,27.69,7.64
2330,2021-11-24,1.66,27.29,7.53
2330,2021-11-25,1.66,27.29,7.53
2330,2021-11-26,1.68,26.97,7.44
2330,2021-11-29,1.69,26.83,7.41
2330,2021-11-30,1.68,26.97,7.44
