stock_id,date,dividend_yield,pe_ratio,pb_ratio
2330,2022-01-03,1.58,28.55,7.88
2330,2022-01-04,1.52,29.68,8.19
2330,2022-01-05,1.54,29.41,8.12
2330,2022-01-06,1.55,29.14,8.04
2330,2022-01-07,1.58,28.69,7.92
2330,2022-01-10,1.56,29.1,8.03
2330,2022-01-11,1.54,29.46,8.13
2330,2022-01-12,1.52,29.86,8.24
2330,2022-01-13,1.51,29.91,8.26
2330,2022-01-14,1.49,30.41,8.39
2330,2022-01-17,1.46,30.9,8.53
2330,2022-01-18,1.51,29.95,8.27
2330,2022-01-19,1.53,29.59,8.17
2330,2022-01-20,1.54,29.46,8.13
2330,2022-01-21,1.56,29.0,8.01
2330,2022-01-24,1.53,29.55,8.16
2330,2022-01-25,1.56,29.0,8.01
2330,2022-01-26,1.57,28.78,7.94
