stock_id,date,dividend_yield,pe_ratio,pb_ratio
2330,2017-06-01,3.38,15.03,3.69
2330,2017-06-02,3.35,15.18,3.72
2330,2017-06-03,3.35,15.18,3.72
2330,2017-06-05,3.3,15.4,3.78
2330,2017-06-06,3.33,15.29,3.75
2330,2017-06-07,3.31,15.36,3.77
2330,2017-06-08,3.29,15.47,3.79
2330,2017-06-09,3.3,15.4,3.78
2330,2017-06-12,3.37,15.07,3.7
2330,2017-06-13,3.37,15.11,3.71
2330,2017-06-14,3.38,15.03,3.69
2330,2017-06-15,3.37,15.11,3.71
2330,2017-06-16,3.31,15.36,3.77
2330,2017-06-19,3.29,15.47,3.79
2330,2017-06-20,3.23,15.72,3.86
2330,2017-06-21,3.25,15.65,3.84
2330,2017-06-22,3.21,15.83,3.88
2330,2017-06-23,3.23,15.76,3.87
2330,2017-06-26,3.26,15.61,3.83
2330,2017-06-27,3.31,15.36,3.77
2330,2017-06-28,3.36,15.14,3.71
2330,2017-06-29,3.33,15.25,3.74
2330,2017-06-30,3.36,15.14,3.71
