stock_id,date,dividend_yield,pe_ratio,pb_ratio
2330,2016-09-01,3.46,15.76,3.76
2330,2016-09-02,3.44,15.85,3.78
2330,2016-09-05,3.4,16.03,3.83
2330,2016-09-06,3.35,16.26,3.88
2330,2016-09-07,3.26,16.71,3.99
2330,2016-09-08,3.28,16.62,3.97
2330,2016-09-09,3.34,16.3,3.89
2330,2016-09-10,3.37,16.17,3.86
2330,2016-09-12,3.43,15.89,3.79
2330,2016-09-13,3.43,15.89,3.79
2330,2016-09-14,3.46,15.76,3.76
2330,2016-09-19,3.29,16.58,3.96
2330,2016-09-20,3.28,16.62,3.97
2330,2016-09-21,3.26,16.71,3.99
2330,2016-09-22,3.23,16.85,4.02
2330,2016-09-23,3.2,17.03,4.06
2330,2016-09-26,3.28,16.62,3.97
2330,2016-09-29,3.23,16.85,4.02
2330,2016-09-30,3.29,16.58,3.96
