stock_id,date,dividend_yield,pe_ratio,pb_ratio
3037,2019-09-02,2.0,21.98,1.38
3037,2019-09-03,2.01,21.87,1.38
3037,2019-09-04,1.94,22.66,1.43
3037,2019-09-05,1.79,24.53,1.54
3037,2019-09-06,1.82,24.09,1.52
3037,2019-09-09,1.79,24.62,1.55
3037,2019-09-10,1.86,23.65,1.49
3037,2019-09-11,1.85,23.76,1.5
3037,2019-09-12,1.78,24.7,1.55
3037,2019-09-16,1.71,25.71,1.62
3037,2019-09-17,1.74,25.33,1.59
3037,2019-09-18,1.73,25.44,1.6
3037,2019-09-19,1.72,25.55,1.61
3037,2019-09-20,1.72,25.55,1.61
3037,2019-09-23,1.68,26.18,1.65
3037,2019-09-24,1.71,25.63,1.61
3037,2019-09-25,1.76,25.0,1.57
3037,2019-09-26,1.77,24.84,1.56
3037,2019-09-27,1.83,23.98,1.51
