stock_id,date,dividend_yield,pe_ratio,pb_ratio
3037,2026-06-01,0.19,154.41,14.71
3037,2026-06-02,0.21,143.38,13.66
3037,2026-06-03,0.2,147.06,14.01
3037,2026-06-04,0.21,142.79,13.6
3037,2026-06-05,0.21,137.21,13.07
3037,2026-06-08,0.22,133.97,12.76
3037,2026-06-09,0.21,142.5,13.57
3037,2026-06-10,0.23,130.0,12.38
3037,2026-06-11,0.23,125.59,11.96
3037,2026-06-12,0.22,132.65,12.63
3037,2026-06-15,0.21,141.18,13.45
3037,2026-06-16,0.2,144.26,13.74
3037,2026-06-17,0.2,145.29,13.84
3037,2026-06-18,0.21,142.35,13.56
3037,2026-06-22,0.2,147.79,14.08
3037,2026-06-23,0.21,143.24,13.64
3037,2026-06-24,0.21,136.91,13.04
3037,2026-06-25,0.2,150.0,14.29
3037,2026-06-26,0.2,143.38,13.66
3037,2026-06-29,0.2,143.53,13.67
3037,2026-06-30,0.19,157.35,14.99
