stock_id,date,dividend_yield,pe_ratio,pb_ratio
3037,2026-01-02,0.68,104.78,3.63
3037,2026-01-05,0.65,110.05,3.82
3037,2026-01-06,0.65,110.29,3.83
3037,2026-01-07,0.66,108.13,3.75
3037,2026-01-08,0.66,108.85,3.78
3037,2026-01-09,0.67,107.89,3.74
3037,2026-01-12,0.62,116.51,4.04
3037,2026-01-13,0.59,121.53,4.22
3037,2026-01-14,0.6,119.62,4.15
3037,2026-01-15,0.6,119.38,4.14
3037,2026-01-16,0.55,131.1,4.55
3037,2026-01-19,0.5,144.02,5.0
3037,2026-01-20,0.49,147.37,5.11
3037,2026-01-21,0.47,153.59,5.33
3037,2026-01-22,0.46,156.46,5.43
3037,2026-01-23,0.44,162.2,5.63
3037,2026-01-26,0.45,159.33,5.53
3037,2026-01-27,0.42,169.38,5.88
3037,2026-01-28,0.41,175.84,6.1
3037,2026-01-29,0.44,164.83,5.72
3037,2026-01-30,0.4,181.1,6.28
