stock_id,date,dividend_yield,pe_ratio,pb_ratio
3037,2024-01-02,4.62,16.05,2.96
3037,2024-01-03,4.7,15.77,2.91
3037,2024-01-04,4.86,15.26,2.81
3037,2024-01-05,4.99,14.84,2.74
3037,2024-01-08,4.96,14.94,2.75
3037,2024-01-09,4.92,15.07,2.78
3037,2024-01-10,4.92,15.07,2.78
3037,2024-01-11,4.98,14.89,2.74
3037,2024-01-12,5.03,14.75,2.72
3037,2024-01-15,5.01,14.8,2.73
3037,2024-01-16,4.93,15.03,2.77
3037,2024-01-17,5.04,14.7,2.71
3037,2024-01-18,5.09,14.56,2.68
3037,2024-01-19,4.71,15.72,2.9
3037,2024-01-22,4.57,16.23,2.99
3037,2024-01-23,4.58,16.19,2.98
3037,2024-01-24,4.71,15.72,2.9
3037,2024-01-25,4.55,16.28,3.0
3037,2024-01-26,4.66,15.91,2.93
3037,2024-01-29,4.49,16.51,3.04
3037,2024-01-30,4.49,16.51,3.04
3037,2024-01-31,4.54,16.33,3.01
