stock_id,date,dividend_yield,pe_ratio,pb_ratio
3037,2024-03-01,1.69,22.65,2.99
3037,2024-03-04,1.66,22.96,3.03
3037,2024-03-05,1.69,22.65,2.99
3037,2024-03-06,1.72,22.14,2.92
3037,2024-03-07,1.74,21.95,2.9
3037,2024-03-08,1.73,22.07,2.92
3037,2024-03-11,1.69,22.52,2.98
3037,2024-03-12,1.65,23.16,3.06
3037,2024-03-13,1.69,22.58,2.98
3037,2024-03-14,1.69,22.58,2.98
3037,2024-03-15,1.74,21.88,2.89
3037,2024-03-18,1.6,23.79,3.14
3037,2024-03-19,1.56,24.49,3.24
3037,2024-03-20,1.53,25.0,3.3
3037,2024-03-21,1.5,25.45,3.36
3037,2024-03-22,1.5,25.45,3.36
3037,2024-03-25,1.52,25.19,3.33
3037,2024-03-26,1.58,24.17,3.19
3037,2024-03-27,1.57,24.36,3.22
3037,2024-03-28,1.58,24.17,3.19
3037,2024-03-29,1.57,24.3,3.21
