stock_id,date,dividend_yield,pe_ratio,pb_ratio
3037,2024-11-01,1.81,31.86,2.73
3037,2024-11-04,1.83,31.38,2.69
3037,2024-11-05,1.82,31.67,2.71
3037,2024-11-06,1.81,31.86,2.73
3037,2024-11-07,1.7,33.88,2.9
3037,2024-11-08,1.72,33.4,2.86
3037,2024-11-11,1.76,32.73,2.8
3037,2024-11-12,1.79,32.15,2.75
3037,2024-11-13,1.77,32.53,2.79
3037,2024-11-14,1.81,31.86,2.73
3037,2024-11-15,1.83,31.38,2.69
3037,2024-11-18,1.89,30.52,2.61
3037,2024-11-19,1.88,30.61,2.62
3037,2024-11-20,1.9,30.23,2.59
3037,2024-11-21,1.87,30.81,2.64
3037,2024-11-22,1.86,30.9,2.65
3037,2024-11-25,1.89,30.52,2.61
3037,2024-11-26,1.89,30.42,2.61
3037,2024-11-27,2.0,28.79,2.47
3037,2024-11-28,2.04,28.21,2.42
3037,2024-11-29,2.01,28.6,2.45
