stock_id,date,dividend_yield,pe_ratio,pb_ratio
3037,2019-04-01,2.48,27.37,1.11
3037,2019-04-02,2.43,27.92,1.13
3037,2019-04-03,2.22,30.55,1.24
3037,2019-04-08,2.04,33.26,1.35
3037,2019-04-09,2.2,30.81,1.25
3037,2019-04-10,2.22,30.51,1.24
3037,2019-04-11,2.21,30.72,1.25
3037,2019-04-12,2.18,31.1,1.26
3037,2019-04-15,2.16,31.44,1.28
3037,2019-04-16,2.15,31.57,1.28
3037,2019-04-17,2.13,31.82,1.29
3037,2019-04-18,2.16,31.36,1.27
3037,2019-04-19,2.13,31.86,1.29
3037,2019-04-22,2.13,31.86,1.29
3037,2019-04-23,2.21,30.72,1.25
3037,2019-04-24,2.11,32.16,1.31
3037,2019-04-25,2.11,32.16,1.31
3037,2019-04-26,2.22,30.55,1.24
3037,2019-04-29,2.46,27.54,1.12
3037,2019-04-30,2.32,29.19,1.19
