stock_id,date,dividend_yield,pe_ratio,pb_ratio
3037,2016-10-03,2.29,30.47,0.46
3037,2016-10-04,2.24,31.16,0.47
3037,2016-10-05,2.25,31.05,0.47
3037,2016-10-06,2.25,31.05,0.47
3037,2016-10-07,2.26,30.81,0.47
3037,2016-10-11,2.33,29.88,0.45
3037,2016-10-12,2.33,30.0,0.45
3037,2016-10-13,2.33,30.0,0.45
3037,2016-10-14,2.36,29.53,0.45
3037,2016-10-17,2.36,29.53,0.45
3037,2016-10-18,2.33,30.0,0.45
3037,2016-10-19,2.34,29.77,0.45
3037,2016-10-20,2.34,29.77,0.45
3037,2016-10-21,2.33,29.88,0.45
3037,2016-10-24,2.3,30.35,0.46
3037,2016-10-25,2.3,30.35,0.46
3037,2016-10-26,2.3,30.35,0.46
3037,2016-10-27,2.3,30.35,0.46
3037,2016-10-28,2.32,30.12,0.46
3037,2016-10-31,2.3,30.35,0.46
