stock_id,date,dividend_yield,pe_ratio,pb_ratio
3037,2020-05-04,2.56,19.2,1.43
3037,2020-05-05,2.59,18.97,1.41
3037,2020-05-06,2.56,19.22,1.43
3037,2020-05-07,2.48,19.78,1.47
3037,2020-05-08,2.46,19.96,1.47
3037,2020-05-11,2.45,20.07,1.48
3037,2020-05-12,2.44,20.09,1.48
3037,2020-05-13,2.46,19.96,1.47
3037,2020-05-14,2.57,19.11,1.41
3037,2020-05-15,2.51,19.6,1.45
3037,2020-05-18,2.78,17.66,1.3
3037,2020-05-19,2.81,17.46,1.29
3037,2020-05-20,2.78,17.68,1.3
3037,2020-05-21,2.7,18.19,1.34
3037,2020-05-22,2.81,17.48,1.29
3037,2020-05-25,2.79,17.59,1.3
3037,2020-05-26,2.75,17.86,1.32
3037,2020-05-27,2.76,17.81,1.31
3037,2020-05-28,2.72,18.04,1.33
3037,2020-05-29,2.74,17.9,1.32
