stock_id,date,dividend_yield,pe_ratio,pb_ratio
3711,2024-11-01,3.38,21.04,2.2
3711,2024-11-04,3.41,20.83,2.18
3711,2024-11-05,3.47,20.49,2.14
3711,2024-11-06,3.42,20.29,2.13
3711,2024-11-07,3.33,20.83,2.19
3711,2024-11-08,3.34,20.76,2.18
3711,2024-11-11,3.3,21.03,2.21
3711,2024-11-12,3.41,20.36,2.14
3711,2024-11-13,3.31,20.96,2.2
3711,2024-11-14,3.38,20.56,2.16
3711,2024-11-15,3.35,20.69,2.17
3711,2024-11-18,3.43,20.23,2.12
3711,2024-11-19,3.37,20.63,2.17
3711,2024-11-20,3.35,20.69,2.17
3711,2024-11-21,3.39,20.49,2.15
3711,2024-11-22,3.32,20.89,2.19
3711,2024-11-25,3.33,20.83,2.19
3711,2024-11-26,3.35,20.69,2.17
3711,2024-11-27,3.46,20.09,2.11
3711,2024-11-28,3.54,19.63,2.06
3711,2024-11-29,3.43,20.23,2.12
