stock_id,date,dividend_yield,pe_ratio,pb_ratio
3711,2019-03-04,3.92,10.72,1.34
3711,2019-03-05,3.94,10.67,1.33
3711,2019-03-06,3.91,10.76,1.34
3711,2019-03-07,3.96,10.61,1.32
3711,2019-03-08,3.94,10.67,1.33
3711,2019-03-11,4.02,10.45,1.3
3711,2019-03-12,3.97,10.57,1.32
3711,2019-03-13,3.97,10.59,1.32
3711,2019-03-14,3.97,10.59,1.32
3711,2019-03-15,4.03,10.44,1.3
3711,2019-03-18,3.99,10.54,1.31
3711,2019-03-19,3.99,10.52,1.31
3711,2019-03-20,3.97,10.59,1.32
3711,2019-03-21,3.92,10.71,1.33
3711,2019-03-22,3.79,11.08,1.38
3711,2019-03-25,3.85,10.92,1.36
3711,2019-03-26,3.7,11.34,1.41
3711,2019-03-27,3.65,11.5,1.43
3711,2019-03-28,3.69,11.38,1.42
3711,2019-03-29,3.7,11.34,1.41
