stock_id,date,dividend_yield,pe_ratio,pb_ratio
3711,2024-09-02,3.4,20.9,2.19
3711,2024-09-03,3.43,20.7,2.17
3711,2024-09-04,3.62,19.6,2.05
3711,2024-09-05,3.62,19.6,2.05
3711,2024-09-06,3.67,19.33,2.02
3711,2024-09-09,3.66,19.4,2.03
3711,2024-09-10,3.6,19.74,2.07
3711,2024-09-11,3.66,19.4,2.03
3711,2024-09-12,3.53,20.15,2.11
3711,2024-09-13,3.54,20.08,2.1
3711,2024-09-16,3.38,21.04,2.2
3711,2024-09-18,3.41,20.83,2.18
3711,2024-09-19,3.42,20.77,2.17
3711,2024-09-20,3.37,21.11,2.21
3711,2024-09-23,3.31,21.45,2.24
3711,2024-09-24,3.31,21.45,2.24
3711,2024-09-25,3.28,21.65,2.27
3711,2024-09-26,3.2,22.2,2.32
3711,2024-09-27,3.27,21.72,2.27
3711,2024-09-30,3.44,20.63,2.16
