stock_id,date,dividend_yield,pe_ratio,pb_ratio
3711,2018-08-01,3.21,,
3711,2018-08-02,3.26,,
3711,2018-08-03,3.23,,
3711,2018-08-06,3.22,,
3711,2018-08-07,3.23,,
3711,2018-08-08,3.19,,
3711,2018-08-09,3.18,,
3711,2018-08-10,3.26,,
3711,2018-08-13,3.35,,1.62
3711,2018-08-14,3.34,,1.62
3711,2018-08-15,3.42,,1.59
3711,2018-08-16,3.42,,1.59
3711,2018-08-17,3.39,,1.6
3711,2018-08-20,3.42,,1.59
3711,2018-08-21,3.42,,1.58
3711,2018-08-22,3.38,,1.61
3711,2018-08-23,3.38,,1.6
3711,2018-08-24,3.41,,1.59
3711,2018-08-27,3.42,,1.59
3711,2018-08-28,3.38,,1.6
3711,2018-08-29,3.34,,1.62
3711,2018-08-30,3.36,,1.61
3711,2018-08-31,3.32,,1.63
