stock_id,date,dividend_yield,pe_ratio,pb_ratio
2308,2025-01-02,1.54,29.26,4.96
2308,2025-01-03,1.55,29.05,4.92
2308,2025-01-06,1.54,29.37,4.97
2308,2025-01-07,1.49,30.32,5.13
2308,2025-01-08,1.5,30.04,5.09
2308,2025-01-09,1.54,29.3,4.96
2308,2025-01-10,1.53,29.47,4.99
2308,2025-01-13,1.61,28.07,4.75
2308,2025-01-14,1.57,28.77,4.87
2308,2025-01-15,1.61,28.11,4.76
2308,2025-01-16,1.54,29.37,4.97
2308,2025-01-17,1.52,29.61,5.01
2308,2025-01-20,1.51,29.96,5.07
2308,2025-01-21,1.53,29.58,5.01
2308,2025-01-22,1.47,30.7,5.2
