stock_id,date,dividend_yield,pe_ratio,pb_ratio
2308,2024-08-01,1.52,32.34,5.33
2308,2024-08-02,1.65,29.75,4.91
2308,2024-08-05,1.83,26.77,4.41
2308,2024-08-06,1.72,28.45,4.69
2308,2024-08-07,1.69,28.95,4.77
2308,2024-08-08,1.71,28.76,4.74
2308,2024-08-09,1.66,29.56,4.87
2308,2024-08-12,1.61,30.43,5.02
2308,2024-08-13,1.61,30.47,5.02
2308,2024-08-14,1.57,31.2,5.14
2308,2024-08-15,1.57,31.2,5.14
2308,2024-08-16,1.56,31.35,5.17
2308,2024-08-19,1.59,30.85,5.09
2308,2024-08-20,1.6,30.7,5.06
2308,2024-08-21,1.61,30.51,5.03
2308,2024-08-22,1.6,30.66,5.06
2308,2024-08-23,1.6,30.66,5.06
2308,2024-08-26,1.63,30.13,4.97
2308,2024-08-27,1.61,30.51,5.03
2308,2024-08-28,1.61,30.55,5.04
2308,2024-08-29,1.62,30.32,5.0
2308,2024-08-30,1.61,30.47,5.02
