stock_id,date,dividend_yield,pe_ratio,pb_ratio
2308,2019-11-01,3.75,14.4,2.51
2308,2019-11-04,3.72,14.51,2.53
2308,2019-11-05,3.55,15.21,2.65
2308,2019-11-06,3.56,15.16,2.64
2308,2019-11-07,3.58,15.05,2.63
2308,2019-11-08,3.58,15.05,2.63
2308,2019-11-11,3.62,14.89,2.6
2308,2019-11-12,3.61,14.94,2.61
2308,2019-11-13,3.69,14.62,2.55
2308,2019-11-14,3.72,14.51,2.53
2308,2019-11-15,3.75,14.4,2.51
2308,2019-11-18,3.66,14.72,2.57
2308,2019-11-19,3.58,15.05,2.63
2308,2019-11-20,3.65,14.78,2.58
2308,2019-11-21,3.64,14.83,2.59
2308,2019-11-22,3.61,14.94,2.61
2308,2019-11-25,3.61,14.94,2.61
2308,2019-11-26,3.61,14.94,2.61
2308,2019-11-27,3.6,14.99,2.62
2308,2019-11-28,3.52,15.32,2.67
2308,2019-11-29,3.57,15.1,2.63
