stock_id,date,dividend_yield,pe_ratio,pb_ratio
2308,2018-12-03,3.85,19.97,2.73
2308,2018-12-04,3.85,19.97,2.73
2308,2018-12-05,3.88,19.82,2.71
2308,2018-12-06,3.92,19.59,2.68
2308,2018-12-07,3.92,19.59,2.68
2308,2018-12-10,3.95,19.43,2.66
2308,2018-12-11,3.91,19.66,2.69
2308,2018-12-12,3.89,19.74,2.7
2308,2018-12-13,3.82,20.12,2.76
2308,2018-12-14,3.8,20.2,2.77
2308,2018-12-17,3.82,20.12,2.76
2308,2018-12-18,3.79,20.28,2.78
2308,2018-12-19,3.77,20.35,2.79
2308,2018-12-20,3.76,20.43,2.8
2308,2018-12-21,3.91,19.66,2.69
2308,2018-12-22,3.89,19.74,2.7
2308,2018-12-24,3.91,19.66,2.69
2308,2018-12-25,3.94,19.51,2.67
2308,2018-12-26,3.97,19.35,2.65
2308,2018-12-27,3.92,19.59,2.68
2308,2018-12-28,3.86,19.89,2.72
