stock_id,date,dividend_yield,pe_ratio,pb_ratio
2308,2017-06-01,2.99,23.03,3.53
2308,2017-06-02,2.96,23.31,3.58
2308,2017-06-03,2.96,23.31,3.58
2308,2017-06-05,2.95,23.38,3.59
2308,2017-06-06,3.01,22.9,3.51
2308,2017-06-07,2.99,23.1,3.54
2308,2017-06-08,3.0,22.97,3.52
2308,2017-06-09,3.02,22.83,3.5
2308,2017-06-12,3.03,22.76,3.49
2308,2017-06-13,3.04,22.69,3.48
2308,2017-06-14,3.05,22.62,3.47
2308,2017-06-15,3.05,22.62,3.47
2308,2017-06-16,3.06,22.55,3.46
2308,2017-06-19,3.05,22.62,3.47
2308,2017-06-20,3.02,22.83,3.5
2308,2017-06-21,3.02,22.83,3.5
2308,2017-06-22,2.95,23.38,3.59
2308,2017-06-23,2.96,23.31,3.58
2308,2017-06-26,2.94,23.45,3.6
2308,2017-06-27,2.98,23.17,3.55
2308,2017-06-28,3.0,22.97,3.52
2308,2017-06-29,2.99,23.03,3.53
2308,2017-06-30,3.0,22.97,3.52
