stock_id,date,dividend_yield,pe_ratio,pb_ratio
2308,2022-01-03,1.95,26.18,4.92
2308,2022-01-04,1.85,27.58,5.18
2308,2022-01-05,1.89,26.97,5.07
2308,2022-01-06,1.89,27.02,5.08
2308,2022-01-07,1.94,26.28,4.94
2308,2022-01-10,1.94,26.32,4.95
2308,2022-01-11,1.92,26.65,5.01
2308,2022-01-12,1.95,26.18,4.92
2308,2022-01-13,1.99,25.72,4.83
2308,2022-01-14,2.03,25.21,4.74
2308,2022-01-17,2.01,25.39,4.77
2308,2022-01-18,2.01,25.44,4.78
2308,2022-01-19,2.0,25.53,4.8
2308,2022-01-20,2.02,25.3,4.75
2308,2022-01-21,2.02,25.3,4.75
2308,2022-01-24,2.02,25.26,4.74
2308,2022-01-25,2.04,24.98,4.69
2308,2022-01-26,2.05,24.88,4.67
