stock_id,date,dividend_yield,pe_ratio,pb_ratio
2308,2020-12-01,2.2,25.48,4.2
2308,2020-12-02,2.16,26.04,4.29
2308,2020-12-03,2.11,26.6,4.38
2308,2020-12-04,2.02,27.72,4.57
2308,2020-12-07,2.0,28.06,4.62
2308,2020-12-08,2.01,27.95,4.6
2308,2020-12-09,1.99,28.17,4.64
2308,2020-12-10,2.02,27.83,4.58
2308,2020-12-11,2.0,28.11,4.63
2308,2020-12-14,2.03,27.61,4.55
2308,2020-12-15,2.04,27.55,4.54
2308,2020-12-16,2.02,27.83,4.58
2308,2020-12-17,2.02,27.72,4.57
2308,2020-12-18,2.02,27.83,4.58
2308,2020-12-21,1.94,28.96,4.77
2308,2020-12-22,2.02,27.72,4.57
2308,2020-12-23,2.02,27.83,4.58
2308,2020-12-24,2.02,27.78,4.57
2308,2020-12-25,2.01,27.95,4.6
2308,2020-12-28,1.96,28.56,4.7
2308,2020-12-29,1.96,28.68,4.72
2308,2020-12-30,1.92,29.18,4.81
2308,2020-12-31,1.9,29.52,4.86
