stock_id,date,dividend_yield,pe_ratio,pb_ratio
2308,2021-06-01,1.85,25.71,5.02
2308,2021-06-02,1.84,25.84,5.04
2308,2021-06-03,1.85,25.71,5.02
2308,2021-06-04,1.85,25.71,5.02
2308,2021-06-07,1.85,25.71,5.02
2308,2021-06-08,1.85,25.76,5.02
2308,2021-06-09,1.86,25.54,4.98
2308,2021-06-10,1.86,25.54,4.98
2308,2021-06-11,1.85,25.67,5.01
2308,2021-06-15,1.82,26.15,5.1
2308,2021-06-16,1.82,26.23,5.12
2308,2021-06-17,1.84,25.93,5.06
2308,2021-06-18,1.84,25.93,5.06
2308,2021-06-21,1.87,25.45,4.97
2308,2021-06-22,1.86,25.63,5.0
2308,2021-06-23,1.86,25.63,5.0
2308,2021-06-24,1.9,25.11,4.9
2308,2021-06-25,1.86,25.54,4.98
2308,2021-06-28,1.85,25.71,5.02
2308,2021-06-29,1.84,25.93,5.06
2308,2021-06-30,1.82,26.23,5.12
