stock_id,ocf,year,season
2801,17259487.0,2025,3
2812,-324501.0,2025,3
2820,-13820972.0,2025,3
2834,11032207.0,2025,3
2836,4611050.0,2025,3
2838,2731879.0,2025,3
2845,-19435828.0,2025,3
2849,588168.0,2025,3
2897,-4649016.0,2025,3
5876,-54578109.0,2025,3
2855,11999567.0,2025,3
6005,19810556.0,2025,3
6024,1823426.0,2025,3
1101,18912998.0,2025,3
1102,12799246.0,2025,3
1103,329261.0,2025,3
1104,1067994.0,2025,3
1108,887077.0,2025,3
1109,370726.0,2025,3
1110,152800.0,2025,3
1201,830557.0,2025,3
1203,1026964.0,2025,3
1210,5139926.0,2025,3
1213,-103502.0,2025,3
1215,2987707.0,2025,3
1216,58404212.0,2025,3
1217,-170479.0,2025,3
1218,-114288.0,2025,3
1219,686998.0,2025,3
1220,162793.0,2025,3
1225,772946.0,2025,3
1227,1482847.0,2025,3
1229,4643700.0,2025,3
1231,271454.0,2025,3
1232,1807819.0,2025,3
1233,143815.0,2025,3
1234,-57800.0,2025,3
1235,-89002.0,2025,3
1236,100057.0,2025,3
1256,379599.0,2025,3
1301,6358061.0,2025,3
1303,14460968.0,2025,3
1304,15075.0,2025,3
1305,-628996.0,2025,3
1307,919506.0,2025,3
1308,291038.0,2025,3
1309,514944.0,2025,3
1310,-54094.0,2025,3
1312,263633.0,2025,3
1313,-470603.0,2025,3
1314,-2446808.0,2025,3
1315,299424.0,2025,3
1316,-438669.0,2025,3
1319,3626841.0,2025,3
1321,217516.0,2025,3
1323,169965.0,2025,3
1324,8415.0,2025,3
1325,-31625.0,2025,3
1326,17125493.0,2025,3
1337,-279731.0,2025,3
1338,164821.0,2025,3
1339,446816.0,2025,3
1340,-25380.0,2025,3
1341,275598.0,2025,3
1342,348753.0,2025,3
1402,31802054.0,2025,3
1410,71965.0,2025,3
1413,184081.0,2025,3
1414,214693.0,2025,3
1416,118416.0,2025,3
1417,-18347.0,2025,3
1418,-557250.0,2025,3
1419,342635.0,2025,3
1423,153226.0,2025,3
1432,286148.0,2025,3
1434,2333145.0,2025,3
1435,-34364.0,2025,3
1436,-1213571.0,2025,3
1437,137543.0,2025,3
1438,-1965893.0,2025,3
1439,161423.0,2025,3
1440,2030782.0,2025,3
1441,183483.0,2025,3
1442,736026.0,2025,3
1443,174688.0,2025,3
1444,-414740.0,2025,3
1445,102476.0,2025,3
1446,519613.0,2025,3
1447,-503996.0,2025,3
1449,1692.0,2025,3
1451,-205564.0,2025,3
1452,-203403.0,2025,3
1453,-297840.0,2025,3
1454,-19554.0,2025,3
1455,1161299.0,2025,3
1456,-396665.0,2025,3
1457,793185.0,2025,3
1459,129125.0,2025,3
1460,958973.0,2025,3
