stock_id,ocf,year,season
2801,-32948073.0,2025,4
2812,4357936.0,2025,4
2820,-8294511.0,2025,4
2834,47791440.0,2025,4
2836,711665.0,2025,4
2838,-10791107.0,2025,4
2845,-22329078.0,2025,4
2849,545083.0,2025,4
2897,1370470.0,2025,4
5876,-29150004.0,2025,4
2855,-10079035.0,2025,4
6005,-6030221.0,2025,4
6024,2222832.0,2025,4
1101,33191582.0,2025,4
1102,16839301.0,2025,4
1103,281150.0,2025,4
1104,1295147.0,2025,4
1108,1112955.0,2025,4
1109,773686.0,2025,4
1110,125843.0,2025,4
1201,1073453.0,2025,4
1203,1256175.0,2025,4
1210,6670312.0,2025,4
1213,-62053.0,2025,4
1215,3687864.0,2025,4
1216,75383767.0,2025,4
1217,164558.0,2025,4
1218,-181273.0,2025,4
1219,889251.0,2025,4
1220,61410.0,2025,4
1225,835810.0,2025,4
1227,2603059.0,2025,4
1229,6224986.0,2025,4
1231,854418.0,2025,4
1232,2064197.0,2025,4
1233,222926.0,2025,4
1234,202536.0,2025,4
1235,-137998.0,2025,4
1236,126670.0,2025,4
1256,472496.0,2025,4
1301,6619088.0,2025,4
1303,8649366.0,2025,4
1304,866773.0,2025,4
1305,-87482.0,2025,4
1307,1528641.0,2025,4
1308,241016.0,2025,4
1309,734485.0,2025,4
1310,-102109.0,2025,4
1312,-564518.0,2025,4
1313,1629114.0,2025,4
1314,-3846385.0,2025,4
1315,248508.0,2025,4
1316,-453237.0,2025,4
1319,4417206.0,2025,4
1321,244474.0,2025,4
1323,199913.0,2025,4
1324,17406.0,2025,4
1325,-10318.0,2025,4
1326,25105473.0,2025,4
1337,-340490.0,2025,4
1338,675702.0,2025,4
1339,740309.0,2025,4
1340,-59797.0,2025,4
1341,436043.0,2025,4
1342,427110.0,2025,4
1402,42807971.0,2025,4
1410,105025.0,2025,4
1413,-21902.0,2025,4
1414,193737.0,2025,4
1416,179034.0,2025,4
1417,63716.0,2025,4
1418,-600248.0,2025,4
1419,462453.0,2025,4
1423,146342.0,2025,4
1432,-64644.0,2025,4
1434,2557143.0,2025,4
