stock_id,ocf,year,season
2801,-45488760.0,2026,1
2812,-14286141.0,2026,1
2820,470854.0,2026,1
2834,-918648.0,2026,1
2836,1724299.0,2026,1
2838,1533718.0,2026,1
2845,6176710.0,2026,1
2849,701044.0,2026,1
2897,-800507.0,2026,1
5876,14812929.0,2026,1
2855,1256063.0,2026,1
6005,-5373162.0,2026,1
6024,470882.0,2026,1
1101,3358179.0,2026,1
1102,1751457.0,2026,1
1103,159842.0,2026,1
1104,342188.0,2026,1
1108,85790.0,2026,1
1109,-5125.0,2026,1
1110,351028.0,2026,1
1201,2747.0,2026,1
1203,366551.0,2026,1
1210,2047783.0,2026,1
1213,5984.0,2026,1
1215,945624.0,2026,1
1216,12205671.0,2026,1
1217,-73778.0,2026,1
1218,377524.0,2026,1
1219,206580.0,2026,1
1220,132459.0,2026,1
1225,460564.0,2026,1
1227,416505.0,2026,1
1229,844179.0,2026,1
1231,-939.0,2026,1
1232,833593.0,2026,1
1233,54884.0,2026,1
1234,469527.0,2026,1
1235,-10162.0,2026,1
1236,62072.0,2026,1
1256,107348.0,2026,1
1301,1178822.0,2026,1
1303,158451.0,2026,1
1304,583710.0,2026,1
1305,330773.0,2026,1
1307,51391.0,2026,1
1308,185198.0,2026,1
1309,-266691.0,2026,1
1310,-65334.0,2026,1
1312,-2347831.0,2026,1
1313,-940768.0,2026,1
1314,-142286.0,2026,1
1315,135097.0,2026,1
1316,-566493.0,2026,1
1319,2371166.0,2026,1
1321,-62229.0,2026,1
1323,32371.0,2026,1
1324,16911.0,2026,1
1325,25.0,2026,1
1326,-1527116.0,2026,1
1337,-22364.0,2026,1
1338,56947.0,2026,1
1339,256532.0,2026,1
1340,10877.0,2026,1
1341,50432.0,2026,1
1342,86007.0,2026,1
1402,7539694.0,2026,1
1410,4993.0,2026,1
1413,95065.0,2026,1
1414,45769.0,2026,1
1416,52554.0,2026,1
1417,30394.0,2026,1
1418,-55298.0,2026,1
1419,-159670.0,2026,1
1423,7732.0,2026,1
1432,-113876.0,2026,1
1434,-119531.0,2026,1
1435,-6998.0,2026,1
1436,105820.0,2026,1
1437,41278.0,2026,1
1438,-126615.0,2026,1
1439,-74437.0,2026,1
1440,125133.0,2026,1
1441,-72124.0,2026,1
1442,-272793.0,2026,1
1443,137964.0,2026,1
1444,127548.0,2026,1
1445,-14388.0,2026,1
1446,147497.0,2026,1
