stock_id,date,dividend_yield,pe_ratio,pb_ratio
2317,2018-11-01,2.5,10.31,1.16
2317,2018-11-02,2.47,10.45,1.18
2317,2018-11-05,2.5,10.32,1.17
2317,2018-11-06,2.59,9.97,1.13
2317,2018-11-07,2.57,10.05,1.14
2317,2018-11-08,2.61,9.88,1.12
2317,2018-11-09,2.63,9.82,1.11
2317,2018-11-12,2.62,9.83,1.11
2317,2018-11-13,2.69,9.6,1.08
2317,2018-11-14,2.73,7.36,0.88
2317,2018-11-15,2.68,7.48,0.9
2317,2018-11-16,2.69,7.46,0.89
2317,2018-11-19,2.72,7.37,0.88
2317,2018-11-20,2.82,7.13,0.86
2317,2018-11-21,2.83,7.09,0.85
2317,2018-11-22,2.88,6.98,0.84
2317,2018-11-23,2.86,7.03,0.84
2317,2018-11-26,2.82,7.13,0.86
2317,2018-11-27,2.83,7.1,0.85
2317,2018-11-28,2.74,7.34,0.88
2317,2018-11-29,2.76,7.27,0.87
2317,2018-11-30,2.78,7.22,0.87
