stock_id,date,dividend_yield,pe_ratio,pb_ratio
2317,2021-07-01,3.57,12.13,1.22
2317,2021-07-02,3.59,12.08,1.21
2317,2021-07-05,3.42,12.68,1.27
2317,2021-07-06,3.43,12.62,1.27
2317,2021-07-07,3.48,12.46,1.25
2317,2021-07-08,3.46,12.51,1.26
2317,2021-07-09,3.51,12.35,1.24
2317,2021-07-12,3.48,12.46,1.25
2317,2021-07-13,3.43,12.62,1.27
2317,2021-07-14,3.45,12.57,1.26
2317,2021-07-15,3.35,12.95,1.3
2317,2021-07-16,3.35,12.95,1.3
2317,2021-07-19,3.43,12.62,1.27
2317,2021-07-20,3.49,12.41,1.25
2317,2021-07-21,3.56,12.19,1.22
2317,2021-07-22,3.62,11.97,1.2
2317,2021-07-23,3.62,11.97,1.2
2317,2021-07-26,3.64,11.92,1.2
2317,2021-07-27,3.59,12.08,1.21
2317,2021-07-28,3.62,11.97,1.2
2317,2021-07-29,3.6,12.03,1.21
2317,2021-07-30,3.64,11.92,1.2
