stock_id,date,dividend_yield,pe_ratio,pb_ratio
2317,2018-03-01,5.12,11.21,1.42
2317,2018-03-02,5.13,11.2,1.42
2317,2018-03-05,5.17,11.1,1.41
2317,2018-03-06,5.1,11.25,1.43
2317,2018-03-07,5.08,11.29,1.43
2317,2018-03-08,5.03,11.4,1.45
2317,2018-03-09,4.9,11.72,1.49
2317,2018-03-12,4.77,12.03,1.53
2317,2018-03-13,4.73,12.14,1.54
2317,2018-03-14,4.82,11.9,1.51
2317,2018-03-15,4.82,11.91,1.51
2317,2018-03-16,4.85,11.84,1.5
2317,2018-03-19,4.84,11.85,1.5
2317,2018-03-20,4.86,11.81,1.5
2317,2018-03-21,4.87,11.79,1.5
2317,2018-03-22,4.85,11.84,1.5
2317,2018-03-23,4.98,11.53,1.46
2317,2018-03-26,4.99,11.51,1.46
2317,2018-03-27,4.93,11.63,1.48
2317,2018-03-28,4.99,11.49,1.46
2317,2018-03-29,5.0,11.48,1.46
2317,2018-03-30,4.92,11.66,1.48
2317,2018-03-31,5.08,11.05,1.41
