stock_id,date,dividend_yield,pe_ratio,pb_ratio
2317,2022-07-01,4.91,10.45,1.06
2317,2022-07-04,5.2,9.86,1.0
2317,2022-07-05,5.07,10.11,1.03
2317,2022-07-06,5.17,9.91,1.01
2317,2022-07-07,5.02,10.21,1.04
2317,2022-07-08,5.1,10.06,1.02
2317,2022-07-11,5.15,9.96,1.01
2317,2022-07-12,5.17,9.91,1.01
2317,2022-07-13,5.07,10.11,1.03
2317,2022-07-14,4.95,10.36,1.05
2317,2022-07-15,4.95,10.36,1.05
2317,2022-07-18,4.95,10.36,1.05
2317,2022-07-19,5.0,10.26,1.04
2317,2022-07-20,5.02,10.21,1.04
2317,2022-07-21,4.93,10.4,1.06
2317,2022-07-22,4.91,10.45,1.06
2317,2022-07-25,4.84,10.6,1.08
2317,2022-07-26,4.81,10.65,1.08
2317,2022-07-27,4.81,10.65,1.08
2317,2022-07-28,4.79,10.7,1.09
2317,2022-07-29,4.77,10.75,1.09
