stock_id,date,dividend_yield,pe_ratio,pb_ratio
2317,2019-04-01,2.48,8.11,0.97
2317,2019-04-02,2.44,8.81,0.94
2317,2019-04-03,2.44,8.8,0.94
2317,2019-04-08,2.43,8.85,0.94
2317,2019-04-09,2.42,8.86,0.94
2317,2019-04-10,2.41,8.92,0.95
2317,2019-04-11,2.39,9.0,0.96
2317,2019-04-12,2.31,9.29,0.99
2317,2019-04-15,2.24,9.59,1.02
2317,2019-04-16,2.22,9.66,1.03
2317,2019-04-17,2.18,9.86,1.05
2317,2019-04-18,2.18,9.84,1.05
2317,2019-04-19,2.25,9.55,1.02
2317,2019-04-22,2.28,9.43,1.0
2317,2019-04-23,2.27,9.48,1.01
2317,2019-04-24,2.3,9.33,0.99
2317,2019-04-25,2.3,9.32,0.99
2317,2019-04-26,2.29,9.39,1.0
2317,2019-04-29,2.28,9.43,1.0
2317,2019-04-30,2.3,9.33,0.99
